STATE,COUNTY,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,V_PCT_65YRS
FL,Sarasota,9.7,4.7,39364,7.2,35.4,14.6,15.5,5,16.6,2.1,17.2,9.2,1.4,5.1,1.4,85.8
GA,Banks,13.4,5.3,20810,22.9,16.7,23,16.3,7.9,12,2,0.3,30,2.3,5.1,0,20.1
GA,Bleckley,20.8,7.4,18519,12.4,16.8,21.9,16.8,8.4,31.2,0.5,1.2,23.2,0.8,6.3,11.5,9.9
GA,Chattahoochee,16.8,9.6,23651,7.2,3.8,21.5,10.9,10.5,41.4,0.6,1.4,18.1,3.2,5.8,33.1,99.9
GA,Crawford,19.7,9.6,21102,16.5,17.7,21.2,17.3,8.1,26.5,0,0.4,40.1,2.6,6,1.4,25.2
GA,Gordon,20,4.6,22448,22.3,14.1,25,18.7,10.7,22.2,5.4,6,13.7,3.6,6.5,1,15.3
GA,Hall,14.6,3.7,27625,21.6,14.2,26,11,9.2,38.9,8.3,8.3,10.6,5.4,5.2,0.9,42.2
GA,Montgomery,20.7,7.2,22317,18.3,16,21,18.1,7.1,35.4,3.1,0.4,36,2.2,6.9,8.9,36.2
GA,Newton,17.9,7.7,24426,14.2,12.3,26.7,15.3,12.4,52.4,0.8,3.7,5.5,2.1,5.4,1.2,31.5
GA,Treutlen,21.2,5.7,23907,25.5,19.2,23.3,21.2,8.6,29.1,3.2,0.2,38.2,2.9,9,6.7,16.7
GA,Worth,20.8,6.5,23517,18.7,18.1,23.2,17.5,12.5,32.7,0.5,1.4,32.1,0.6,6.4,0.8,18.8
IL,Winnebago,15.6,9.1,28250,12.3,16.6,23.6,14,11.7,30.4,2.2,7.8,1.6,2.1,8.5,1.5,77.6
IN,Tippecanoe,20.6,4.8,26262,8.3,10.9,20.6,10.8,8.4,23.6,1.7,17.2,3.1,1.8,7.5,8.5,83.5
KY,Clinton,23,7.2,20235,26.9,18.8,23.3,18.1,8.7,3.8,0.1,1,33.8,2.3,7.9,1.6,61.5
KY,Taylor,24.3,5.7,20966,14.2,17.4,22.8,20.8,13.6,10.4,0.1,1.1,11.5,1.2,8.4,4.5,81.6
MD,Allegany,16.4,8.5,23280,10,19.6,17.5,18.5,7.8,12.9,0.4,5.1,3.8,1.3,9.9,11,80.4
MD,Dorchester,15.8,7.9,30135,13.1,20.5,21.2,17.5,11.8,36.7,1.5,5.6,5.5,1.1,10.8,1.8,85
MA,Middlesex,7.9,4.2,49669,6.9,14.7,20.1,9.2,5.9,27.5,4.1,19,0.4,1.9,10.6,3.7,86.5
MI,Chippewa,18.5,9.3,23310,10.2,17,18.6,18.3,9.3,30.2,0.5,5.4,9.4,0.7,8.8,10.4,94.5
MI,Clare,23.5,10.1,21717,15.3,23,19.8,23.2,7.1,5.1,0.6,1.8,16,2.5,8.1,1.5,75.8
MI,Genesee,19.8,9.8,26386,9.6,16.6,23,16.7,11.7,27.5,0.4,8.7,5,1.3,8.8,1.3,78.7
MN,Mahnomen,20.9,7.6,20953,13.1,17.3,31.4,15,13,54.2,0.1,6.3,11.2,2.9,8.7,1,99.9
MS,Clarke,19.3,8.2,22422,19,19.5,22.6,23,9.9,36.7,0,0.1,27.3,0.9,5.6,0.3,80.1
MS,Lowndes,22.1,9.2,24499,14.2,15,23.9,12.8,12.9,48.1,0.6,4,10.8,1.5,6.9,3,80.4
MS,Panola,20.9,7.2,19972,21.6,14.9,25.3,18.5,10.2,53,1,1.1,28.6,3.3,6.5,0.6,77.4
MS,Prentiss,23.6,7.2,19693,21.3,17.5,22.6,22,7.9,17.4,0.3,1,15.8,2.9,7.4,4.5,76.8
MO,Adair,26.4,6.5,22000,9.4,14.2,17.9,12.3,6.2,9.7,2.2,3.5,8,0.6,7.7,11.1,72.9
MO,Camden,16,6.5,27385,10.9,27.1,17.8,19.3,4.3,5.6,0.4,18.6,7.8,1.7,3.4,1.2,64.3
MO,DeKalb,13.5,2.9,19524,12.9,16.5,16.5,16.5,6.1,16,0.1,3.1,12.8,1.9,6.7,27.7,53.1
MO,St. Clair,17.6,4.1,22672,15.9,26.7,19.5,22.7,7.3,5.5,0,1,21,1.6,5.5,2.9,52.4
MT,Mineral,17,6.8,23744,10.8,28,18,23.3,9.8,8.5,0,0.3,24.1,3.1,3.6,1.9,72.7
NV,Storey,7.9,4.3,35887,5.2,29.8,15.1,22.3,6.9,15.5,0.3,0,23.1,0,1.1,0.9,23.4
NM,Bernalillo,17.4,6.3,29415,11.2,15.2,22.4,13.5,10.3,61,3.9,12.8,5.8,2.7,6.6,1.3,72.7
NM,Valencia,19.5,8.4,21934,17,16.6,23.9,19.3,9.6,67,3.1,1.5,29,3,3.4,2,68.8
NY,Hamilton,6.9,8,25918,17.4,28.8,13.8,25.6,4.5,4.6,1.7,0.3,10,1.7,4.5,2.8,99.9
NC,Pitt,23.9,9.2,25722,10.6,12.4,21.7,12.8,10.5,45.3,1.3,14.4,12.1,2.3,8,3.7,80.1
OH,Noble,15.4,4.8,24616,14.9,25.9,18.4,20.3,3.8,7.7,0.2,1.1,16.7,0.6,6.4,17.2,44.8
OH,Vinton,20.9,9.8,20823,20.2,16.4,22.4,21.6,10.1,3.4,0.1,1.1,31.5,2.1,8.5,0.8,67.5
OK,Jefferson,22.8,7.2,19155,17.1,19.8,23.9,24.1,10.3,21.9,0.8,0.2,11.5,2.1,6.2,2.6,70.5
OK,McCurtain,22.8,6.2,19692,16.9,17.6,25.4,20.9,11,37.3,0.9,1,14.9,5.2,7.4,1.3,60
OK,Marshall,15.9,4.1,23872,19.2,21.7,23.4,28.6,10.3,34.4,3.4,0.7,33.7,3.2,4.2,1.6,66.2
OR,Grant,14.6,7.5,26029,11.2,28.3,18.2,23.5,5.5,8.4,0.4,1.9,21.9,2.5,4.7,2.6,59.9
OR,Wheeler,20,7.7,21375,7.9,34.2,15.5,24.7,3,14.8,0,2,20.1,0.6,4.7,1.2,72.1
PA,Delaware,10,6,38251,7.2,15.7,22.2,11.9,9.3,32.6,1.9,11.5,0.3,1.5,10.6,3.9,93.4
SC,Abbeville,22.5,7.6,21185,19.8,20.5,20.9,20.5,8.8,31.2,0.4,0.9,27.5,0.9,10.7,3.6,63.3
SC,Colleton,21.2,9.1,21003,13.3,19.2,22.6,13.8,10.9,43.5,0.7,1.7,37.9,1.5,5,1.7,70.3
SC,Saluda,16.2,6,22174,20.8,18.8,22,14.4,9.7,42.1,6.4,0.1,31.1,1.9,6,1.7,40.9
SD,Brookings,15.4,3.5,27968,4.6,11.2,20.3,9.1,5.1,9.5,1.1,16.8,7.7,0.9,4.7,10.8,65.3
SD,Potter,7.1,0.8,31467,8.6,27.9,21.7,13.1,4.2,7.3,0,0.3,29,0,0.7,3.6,71.3
SD,Roberts,18.8,6.1,26537,11.5,19.1,27.2,11.1,13.7,43.1,0.6,3.4,9.8,2.3,5.1,2.1,65.5
TN,Houston,15.9,5.8,21866,23.2,21.1,21.9,22.7,5.3,7.9,0.2,1,25.1,0.9,5.4,2.8,66
TN,Meigs,17,9.4,23555,15.5,20.6,21.5,19.5,5.7,5.7,0.4,0.1,32.4,1.8,5.1,0.9,99.9
UT,Beaver,8.2,4.2,22558,9.7,14.2,32.1,12.7,6.8,12.9,2.7,1.1,5.8,5.6,2.2,1,84.5
UT,Daggett,4.7,1.2,27698,3.8,16.3,20.8,8.9,1.4,5.7,0.9,0,46.8,1.4,4.8,21.6,73
VA,Brunswick,21.4,7.1,20657,21,20.2,16.9,20.1,11.5,59.3,0.5,1.1,24.2,0.4,9.8,13.5,68.8
VA,Nottoway,20.2,3.7,23109,21.8,18.5,19.5,19.5,11.7,45.5,1.1,3.4,14.3,3.9,6.9,12.4,73
VA,Southampton,10.2,4.3,25643,16,18.8,19.1,15.6,12,39,0,0.6,14.1,1.5,6.7,8.8,57.1
VA,Alexandria City,10.6,3.3,59239,7.5,10.8,18.3,7,6,48.2,5.8,52,0,4.4,9.2,1,73.9
VA,Buena Vista City,20.1,2.4,19744,17.5,18.4,18.8,15.3,6.5,12,0,8.2,2,0,4.6,8,64.1
VA,Williamsburg City,22.4,7.5,29203,4.4,14.8,10.9,10.8,7.8,32,0.3,20.4,0,1.5,9,28.7,73.8
WA,Douglas,13.3,4,28579,18.2,16.6,26.2,19.2,10.6,35.5,7.6,4.2,18.1,6.5,4,0.9,75.7
WA,Wahkiakum,7.8,5.3,29452,8.8,33.2,16.7,23.6,3.2,12.8,0.5,1.5,14.6,1.6,1.2,1.3,65.2
WV,Mercer,19.8,6,21821,15.5,20.8,20.6,26.7,10.1,9.7,0.6,3.8,20.3,0.9,10.1,1.9,65.6
WV,Pocahontas,16.7,4.6,24109,15.6,24,17.3,24.4,4.5,1.7,0,15.5,14.8,0.8,7.2,3.5,42.6
WY,Teton,7.1,1.4,53703,5.6,13.6,19.2,7,6.4,18.4,4.3,7.5,3.4,7.2,2.4,4,86.5
AZ,Gila,22.5,10.2,22939,14.7,27.7,20.3,22.2,8,37.6,1.8,0.9,21.1,4,5.9,1.8,67.9
AZ,Maricopa,14.7,5.5,31697,12.6,14.5,24.5,11.1,9.6,44.3,5.2,14.9,5.1,4.6,6.2,1.3,77.4
AZ,Mohave,17.5,8.9,24829,14.7,28.8,17.9,22.5,7.7,22.4,1.8,4.1,27.3,3.8,5.3,1.6,56.9
AR,Hempstead,24.3,5.5,20168,19,17.6,26,17.9,13.7,45.1,3.8,1.4,18.6,3,7.1,1.6,45.3
AR,Izard,17.1,9.3,20501,14.9,24.9,18.2,24.5,3.6,6.8,0.1,0.6,18.5,1.6,4.9,7,47.2
AR,Jackson,23.3,6.6,19848,21.1,17.3,20.2,22.2,8.4,23,0,1.1,12.2,2.3,6.1,17.4,65.5
AR,Marion,20.6,7.9,19710,13.1,27.4,18.5,22.9,5.7,5.7,0,1.1,20.1,1.6,6.4,1.1,49.7
AR,Stone,22.5,6.4,20496,20.4,26.4,19.9,22.3,5.7,5.2,0.1,1.2,33.5,1.1,4.3,1.1,53.6
CA,Mendocino,18.5,9.2,27395,13.1,20.4,21.6,16.8,9.6,34.4,5.4,4,9.8,5.1,6.3,2.6,80.1
CA,Yolo,19.6,6.5,32598,13.6,11.8,21.4,9.3,7.7,52.9,6.1,14.8,3.9,5.5,7.5,3.8,89.9
CO,Bent,22.9,7.2,14777,14.2,17.3,15.4,25.4,10.1,36.6,2.2,0.6,13.2,2,9.6,32.2,37
CO,Otero,24.7,8.4,20109,14.6,19.7,23.4,21,11.8,46.2,2.5,5.1,6.5,1.4,8.3,2.6,72.4
CO,Rio Grande,17.1,9.5,22413,15.7,18.9,23.4,18.6,9,47.8,3.7,3.7,12.3,4.6,10.6,1.8,89.4
CT,Hartford,11.1,6.5,39260,10.5,16.5,21.3,11.8,9.3,38.1,4.3,14.3,0.5,1.7,10.6,2.9,92.5
FL,Broward,13.5,6.6,31464,11.2,15.9,21.4,11,9.8,62.8,7.6,35.1,2.8,4.1,7.1,0.9,86.1
FL,Lee,14,5.9,31924,12,27.6,18.1,13.6,7.4,32.2,5.6,16.6,9.5,2.4,5,1.4,84.4
GA,Brooks,27,10.2,23421,17.2,19.1,21.9,17.4,6,43.3,2.1,1.9,28.6,3,6.3,0.7,54.3
GA,Fulton,15.1,6.5,43707,7.9,11.1,22.5,10.1,9.7,60.2,2,32,0.6,1.9,11.1,3.4,47.1
GA,Lanier,23.8,8.7,18800,20.6,12.7,25.5,17.9,12.1,31.3,0.1,2,28.6,0.5,9.2,3,18.1
GA,Richmond,23.4,10.3,22045,16.6,13.2,23.3,16.8,12.4,64.9,0.7,8.7,7.8,2,9.5,4.9,54.3
GA,Schley,21.3,12.7,20585,15.7,16.6,23.7,16.6,12,35.1,0.4,0.8,35.5,2.4,7.1,0,13.9
IL,Champaign,20.9,4.8,29683,4.9,11.9,18.9,8.9,7.2,32.3,1.9,23.3,3.9,5,11.6,7.4,82.3
IL,Pulaski,18.9,9.3,20317,14.3,21.2,21.5,23.4,6.1,36.4,0.2,1.8,20.7,0.6,12.5,0.4,56
IN,LaGrange,7.3,2.5,23626,36.3,13.2,32.9,10.2,6.9,5.7,3.3,0.9,6.5,3.8,27.8,0.8,61.2
KY,Carroll,25.7,9,23546,22.2,15,25.9,16.9,9.5,11.3,0.9,0.8,21,4.9,7,3.1,80
KY,Johnson,22.9,9.6,21089,19.5,17.2,22.3,26.6,5.3,2.7,0.4,5.3,26.4,1.5,12.2,2.5,71.1
KY,Rowan,26,4.8,19692,16.4,13.3,19.2,18.2,8.8,5.4,0.8,3.7,25.8,1.7,8.8,11.7,82.8
KY,Russell,24.6,8.4,19149,24.5,19.1,22.7,18.2,8.9,6.3,1,1.2,26.3,3.7,6.3,1.3,71.1
MD,Kent,12.3,4.4,34910,12,25.7,16,14.1,7.8,22.2,1.5,5.9,3,0.3,12,8.4,91.9
MD,Montgomery,6.9,4.9,52828,8.7,14.6,23.4,8,7.6,55.5,6.4,27.1,0.1,3.2,7.6,0.9,96.4
MI,Isabella,26.5,7.6,23164,8.4,11.7,17.4,13.4,9.1,14.6,0.7,14,10.1,1.7,6.6,9.4,81
MI,Oscoda,17.3,12.1,23526,16.7,26.8,19,23.3,7.7,4.3,0.4,1.3,18.7,2.5,7.5,0.9,72.5
MI,Roscommon,18.2,11.3,23862,10.1,31.2,15.3,26.3,7,4.9,0.3,1.7,7.9,1.4,7.1,1.1,77.4
MN,Nobles,14.3,5.1,25554,22.2,15.6,26.9,12.6,10.4,40,11.2,9,1.8,3.3,7.5,2,85.4
MN,Ramsey,14.7,4.9,34049,9.9,13.7,23.4,11.6,9.6,37.6,5.2,27.4,1.4,4.2,10.5,2.8,89.9
MS,Chickasaw,21.2,5.8,19556,27.7,16.2,24.9,16.5,13.1,50.1,0.8,0.6,25.2,2,9.2,2.2,84.7
MS,Clay,23.3,11.3,21076,18.4,17.4,23.3,11.1,14,61,0.1,0.9,17.9,0.6,7.7,1.3,73.5
MS,Wayne,22,9.3,22611,21.3,16.4,24.8,22.1,10.9,42.5,0.3,2.1,31.7,2.8,6.1,0.9,62
MO,Crawford,19.5,10.1,21107,22.9,18.7,23.1,22.4,8.4,4.7,0.4,1.7,15.9,2.7,4,1.9,55.1
NV,Mineral,23.6,14.8,22897,12.9,24.7,17.3,18.7,11.5,41.3,0.1,2.1,15,5,9.1,1.7,78.6
NM,Catron,22.9,0,20767,6.1,38.5,13.2,30.4,3.8,18.5,0.5,0,33.1,0.4,0,4.1,36.3
NM,Doña Ana,27.7,8.3,21300,20.6,14.9,25.1,13.7,11.3,72.5,8.7,6.2,21.4,4.1,6.4,2.6,77.3
NM,Torrance,25.8,5.2,20072,14.2,19.2,21.1,17,5.6,48.6,2,0,41,2.9,3.9,3,57.3
NY,Westchester,9.2,5.8,54572,12.2,16.4,22.4,9.4,7.6,46,6.3,28.2,0.1,4.1,14.5,2.7,85.1
NC,Warren,19.2,9,22461,19.5,23.6,18.4,20.1,7.9,61.7,0.8,1.2,31.8,1.1,10.1,4.9,42.1
OK,Greer,21.8,8.5,18292,15.8,17.7,19.4,22.6,11.4,25,0,3.1,5,0.1,8.6,17.7,75
OK,Haskell,19.6,9.2,21280,18.3,19.7,24.2,25.2,8.6,29.2,0.7,0.8,21.8,4.5,5.7,0.6,68.7
OK,Okfuskee,24.5,8.8,17281,20.8,17.3,23.2,19.2,8.1,38.6,0.4,0.2,17.9,4,8,11.3,79.1
OK,Payne,26.4,4.9,23589,8.2,11.8,19.3,11.7,7,23,0.6,11.4,10,3.2,5.6,9.8,78.6
PA,Centre,18.4,4.3,29432,5.7,13.3,15.2,9.6,4.1,14.5,0.8,17.4,5,2.3,9.9,11.2,91.5
SD,Beadle,18.1,1.7,26316,14.7,16.6,26.5,11.2,9.4,22.5,7.7,7.5,4.4,4.8,3.5,3.5,59.9
TN,Hancock,25.8,8.4,20578,23.7,20,20.3,27.1,7.7,3.1,0.4,0.4,23.6,1.5,8.4,2.7,50.4
TN,Perry,30.3,8.3,28270,25.8,20.4,22.1,19.2,7.1,7.8,0,0.6,32.6,3.3,5.3,1.9,66.7
TN,Pickett,17.2,4.1,23250,23.7,26.5,18.6,21.3,3.5,1.1,0.2,1.2,29.9,1.8,4.4,1.7,66.9
VA,Bristol City,22.7,5.9,22900,16.3,20.1,20.5,24.2,11.8,12.7,0.2,9.8,2.1,0.9,11.2,2.3,99.9
VA,Radford City,35.9,5.9,20760,10,8.5,10.6,12.2,5.1,17,0.3,24,4.4,1,8.4,17.4,68.6
WA,King,9.5,4.5,49298,7,12.7,20.6,9.5,6.2,39.6,4.6,27.9,1.9,3.7,10.1,1.7,89.4
WA,Whitman,26.8,9,22585,4.8,10,15.1,12,4.9,21.1,1.7,19.9,6.1,1.2,8.5,14.2,80.2
WV,Webster,28,10.8,20507,20.8,22,20.2,19.6,10.9,0.3,0,3.1,24.7,0.4,14.6,0.6,55.9
AR,Lincoln,18.6,3.5,13636,18.7,14.6,17.3,23.5,7.7,35.7,0.7,0.7,32.9,3.9,8.8,35.2,63.3
CA,Contra Costa,9.1,6.1,45524,10.6,15,23.1,11.2,8.1,55.6,6.5,12.4,1.7,4.8,5.5,0.9,90.6
CA,Santa Clara,7.9,4.8,52451,11.9,12.8,22.5,7.9,6.2,68,9,21.7,2.9,8.1,5.1,1.9,90
CA,Yuba,18,8.4,23867,18,12,27.7,15.8,11.8,44.3,5.6,5.9,10.2,7.3,7.1,1.9,71.8
FL,Putnam,24.8,10.5,19976,19.1,22.4,21.5,18,7.9,28.4,2.1,2.7,43.4,2.5,7.4,2,62.1
GA,Bibb,25.7,8.8,24409,14.3,14.8,24.8,15.6,13,61.2,1,10.1,3,2,11.7,4.2,37.7
GA,Gwinnett,11.4,4.7,29474,12.3,9.2,27.4,6.9,10.8,61.7,7.6,12.3,1.6,3.1,3.4,0.6,47.5
GA,Johnson,22.6,9,20773,22.8,17.7,19.8,18,8.1,37.4,0.1,3.3,27.4,4.8,11.3,2.5,14.6
GA,Long,20,15.1,21695,14.8,8.8,28.1,17.2,14.2,41.6,2.3,1,43.4,2,3.9,0.8,10.5
GA,Taylor,26.3,11.7,19068,21.8,18.7,20.7,18.6,9.2,42.7,0.2,1.5,37.6,3.1,8.1,2,40.4
IL,Cook,15.1,7.8,35575,13.3,13.9,22.2,10.2,8.8,57.5,7,23.2,0.7,3.4,17.7,1.8,75.2
KS,Wyandotte,20.1,7.5,21298,20.9,11.7,28,14.7,12.9,58.8,7.9,10.4,2.4,3.7,9.5,0.8,73.8
MD,Somerset,20.4,8.9,18924,18.1,15.8,17,14.6,12.4,48.5,1.2,10,9.6,1.2,11.8,23.7,81.7
MS,Greene,14.5,9.2,17453,22.9,13,19.8,20.1,5.7,27.8,0,1.4,16,3.5,2.9,25.6,55
MS,Neshoba,23.7,8.6,19641,21.8,15.4,28,21.2,14.4,41.4,0.6,1.3,21,7.4,8.1,1.5,61.4
MS,Pike,33.8,7.4,17954,18.3,16.3,26.3,17.1,13.4,56.4,1.2,3.8,24,2.6,8.8,2.7,80.6
MO,St. Louis City,24.2,8.3,28478,13.1,12.6,19.7,15.4,11.3,56.8,1.9,18.1,0.4,1.7,20.3,3.3,65.7
NM,Roosevelt,25.6,9.1,19849,19.1,13.5,24.7,17.2,9.8,47.5,6,0.5,19.4,3.6,5.2,5.9,42.2
NC,Anson,19.8,9.9,20124,19.5,17.2,19.5,17.8,9.7,55.4,1.3,1.1,25.3,3,10.3,7.3,46.2
NC,Sampson,24.1,8.5,21950,22.3,17.1,24.6,18.7,9.9,48.8,6.4,0.6,36.8,3.6,7.7,1.6,71.7
NC,Washington,23.5,7.5,21043,20.1,22.8,20.4,23,13.8,55.5,0.1,1.4,23.9,1.1,12.1,1.3,70.4
VA,Prince William,6.8,4.7,39262,11.5,9.2,27.6,7.6,8.8,56.3,6,13.3,1.1,3.3,2.5,0.9,84.6
VA,Harrisonburg City,28.2,4.5,21793,15.9,8.8,16.5,8.9,11,33.4,7.8,20.5,1.5,3.7,9.1,13.9,68.3
VA,Manassas City,8.6,5.7,31638,17.1,9.2,26.9,6.6,9.1,58.2,9.2,18.3,1,3.7,3.8,0.2,68.6
VA,Richmond City,24.5,7.6,31635,15,12.4,17.9,15,10.3,59.6,2.9,22,0.4,1.9,16.9,4.9,60.8
CA,San Bernardino,17.3,8.8,23956,20.5,10.9,26.8,10.9,12.2,70.8,8.1,9,5.6,9,5.1,2.7,76.2
CA,San Joaquin,15.9,8.7,26145,21.1,12.2,27.5,12.4,11.7,67.5,9.1,8.4,3.4,7.3,6.4,2.2,87.1
FL,Liberty,13,11.3,17197,18.6,15.6,16.7,24.5,10.1,23.9,1.8,0.5,46.8,1.8,5.5,17.4,69
FL,Madison,28.2,5.7,19223,19.3,19.7,19,19.1,8.9,45.6,0.8,1.6,41.2,3.9,11.8,11.3,72.9
FL,Union,22,8.7,15475,23.1,14.5,18.9,15.4,12,30.3,0.3,1.1,46.5,2.4,5.2,36.2,65.3
GA,Berrien,26.3,8.6,18611,21.9,17.2,24.2,19.8,8.1,17.8,0.7,0.6,34.2,1.6,10,1,34.7
GA,Dougherty,29.4,14.2,21180,17.5,14.6,24.3,15.6,17.8,74.3,0.5,5,4.8,2.8,13.1,4.6,19.5
GA,Warren,26.3,8,22916,26.5,20.9,21.1,13.2,10.1,62.7,0.5,4.6,35.7,1,16,1.5,15.2
KY,Casey,26.6,8.3,18285,25,19.8,22.6,22.4,5.2,5.2,0.4,1.3,29,1.4,5.9,2.7,56.9
KY,Estill,32.7,12,17658,25.3,18.2,21.3,26.3,9.9,2.6,0,1.8,23,2.7,7.1,0.9,77.3
KY,Jackson,30.4,10,17692,25.7,16.2,22.8,28.4,8.2,0.5,0,1.4,23.9,1,8.3,0.8,55.5
MT,Glacier,33.3,7.5,17219,11.1,11.4,31.6,11.3,9.1,69.1,0.2,3.6,15.5,4.8,6.2,6.1,99.9
NJ,Passaic,16.7,5,30800,16.6,13.9,24,8.9,11.1,58.2,12.5,15,0.2,7.1,16.5,1.8,79.3
NM,Chaves,20.6,5.9,21356,22,15.4,26.9,16.6,13.3,60.5,6,4.4,12.8,3.7,4.6,3.2,63.5
NM,Sierra,24.9,10.9,25389,15.3,35.2,16.1,26.1,10.3,34.9,1.7,3.8,40.1,1,6.1,2.3,59.1
NM,Socorro,29.1,4.7,17464,20.9,18.5,23.1,26.5,6.3,65.3,4.1,3.9,36.9,2.2,9.3,3.1,56.7
NY,Kings,21.1,7,31984,18.4,13.2,23.1,10.2,9.6,63.8,12,40.9,0.1,10.3,55.8,1.6,69.2
ND,Benson,34.8,5.8,21407,15.5,13.1,34.6,14,15.5,59.1,0.4,2,15.3,8.5,8.3,0.2,71.2
OK,Adair,29.3,5.3,16851,19.8,15.3,26.4,19.1,10.6,59.7,0.8,0.9,20.8,5.5,7,0.5,58.1
SC,Bamberg,25.9,5.8,18873,17.7,20.3,20.3,20.8,13.9,64.3,0.1,2.7,31.1,2.4,8.6,7.6,69.7
SC,Orangeburg,24.2,9.3,19992,14.4,18.4,22.2,16.1,10.4,66.8,0.6,1.4,32.1,1.9,8.9,3.2,79.6
WV,Boone,24.3,9.4,21394,20.3,18.3,21.9,28.5,7.7,2.3,0.1,1.7,35.2,1.5,11.6,0.6,54
AL,Dallas,31.1,11.8,18910,19.3,16.8,24.4,17.8,13.8,72.5,0.1,1.5,20.5,3.1,13.5,1.5,64
AZ,Santa Cruz,24,8.3,20324,24.4,16.9,27.6,12.4,12.8,85.1,13.1,5,5.8,5,5.2,0.9,99.9
FL,Lafayette,20.1,13.5,19870,23.9,13.5,22.5,17.2,8.8,33.6,3.9,2.3,46,5.6,7.6,17.8,88.3
GA,Jefferson,24.8,6.9,18764,24.9,17.4,23.8,15.4,10.1,58.1,0.7,0.2,28,2.7,13.3,3.4,47
GA,Mitchell,24,13.7,17514,25.3,15.7,23.2,17.6,12.7,54,1.5,1.4,24.1,2.2,11.8,10,23.7
GA,Randolph,37,7.8,19356,24.2,21.2,25.7,16.4,12.7,65.1,0,0.5,22.1,3.2,18.5,2.5,14.3
MS,Kemper,30,6.9,15518,16.7,18.7,19.3,20,15.5,66,0,0.1,19.1,3.6,11.5,9.4,60.3
NJ,Essex,16.4,9.2,37141,14.3,13.1,23.8,11.6,12.7,69.2,8.1,23.1,0.1,4.2,22.2,2.7,78.7
NM,San Miguel,27.7,6.4,20285,18.8,19.7,20.2,28.5,12.4,82.1,7,1.4,35.4,1.9,8.4,5.8,54.2
NC,Scotland,27.7,12.5,18242,20.2,16.9,23,17.9,14.9,56.4,0.6,2.6,23.5,4.4,11.5,7.4,72.8
ND,Rolette,29.3,7.9,19295,13.7,10.9,33.9,15.7,20.5,81.5,0,4.9,19.1,5.9,7.6,1.1,81.7
SC,Barnwell,26.2,8,19620,18.9,17.1,24.4,23.7,12,49.5,0.8,5.2,33.7,2.7,12.4,1.5,75.8
TN,Lauderdale,22.3,8.3,18128,23,15.2,23,22.4,15.3,39.2,0.5,1.1,13.1,3.6,11.7,10.5,69.4
UT,San Juan,26.6,8.3,18128,16.2,13.1,31.8,16.4,11.1,56.4,4.6,1.2,18.9,8.4,7.2,2.6,76.1
WA,Yakima,18.2,6.6,22459,26.9,13.2,29.9,13,13.8,56.3,10.9,6.3,11.7,8.1,5.4,1.5,82.1
AL,Bullock,31.4,11.1,20346,24.8,15.6,20.8,14.4,19.5,78.5,0.4,1.7,33.4,0,11.7,4.2,73.6
AR,Phillips,33.2,10.5,18402,21.6,17.6,26,22.8,15.1,65.4,0.2,3.7,7.7,0.9,17.4,1.1,71.5
CA,Kern,22,10.3,22553,26.2,10.4,29.2,11.2,13.3,65.2,10.4,5.2,7.3,9.3,6.8,3.5,73.8
CA,Kings,20.8,8.4,21186,26.3,9.7,27.3,12.4,15,67.3,10,6.4,4.2,8.2,6.4,9.9,68.4
FL,Gadsden,24.6,7.8,20158,20.7,16.5,21.9,20.1,13.1,67.5,2.8,0.9,29.2,3.4,11.7,8.4,84.6
GA,Dooly,24.6,12.5,20259,24.8,18.4,18.2,21.2,8.7,57.4,1.7,0.7,28.7,1.6,10.3,9.5,19.5
GA,Hancock,24.1,4,16713,28.5,21.6,14.2,16,6.2,75.8,0.2,2.4,40.3,0.6,11.1,30.8,11.8
KY,Perry,27.1,13.9,20140,23.2,15.7,22.4,30,10.2,4.5,0,3.6,30.7,2.7,12.7,2.3,86.7
MS,Bolivar,34.6,10.5,17713,23.1,14.5,25,19.4,16.1,67.5,0.3,3.5,9.3,1.7,12.8,4.7,90.1
MS,Jefferson,49.7,7.5,13374,25.2,14.9,23,11.9,13.5,87,0.3,2.1,35.1,3.5,12.4,6.4,82.5
NC,Robeson,28.1,8.1,17881,22.9,14.2,25.4,16.5,12.9,74.5,2.2,1.7,38.3,3.6,9.9,2.5,68.3
SD,Jackson,47.7,8.4,13595,17.3,14.2,31.3,12.3,15.4,60.9,0,3.2,24.3,11.8,10.3,4.5,62.7
VA,Emporia City,29,23.3,18694,22.4,16.3,26.2,13.8,21.7,77.5,0.3,8,3.5,1.9,20,4.5,53.2
WV,Mingo,28.7,16.5,19025,24.5,17.4,22.3,30.5,7.7,4.2,0.1,3.6,33.2,1.2,13.5,0.4,44.9
AL,Perry,41.8,12.3,13678,21.9,18.6,21.8,25.2,11.5,70.5,0.3,3.3,20.6,2.6,14.2,8.5,67.1
AR,Lee,26,15.3,15771,27,18.4,18.9,23.9,9.1,59.1,0.8,2,14,1.7,16.3,17.5,60.4
CA,Fresno,24.1,9.4,23284,24.7,11.7,28.6,13,14.4,70.2,12,7.2,3.8,9.3,8.5,1.7,82.5
