STATE,COUNTY,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,V_PCT_65YRS
AL,Autauga,15.4,4.2,29372,11.3,14.6,24.2,19.3,7.5,25,0.8,3.8,18.4,1.4,5.6,1,62.2
AL,Coffee,15.1,5.9,27577,13.8,16.3,23.7,17.7,9.7,29.4,1.4,0.9,13.6,1.4,6,1.2,69.1
AL,Dale,18.4,8.8,23837,14.2,16.1,23.4,21.3,8.2,31,1,1.2,18.2,1.7,5.5,2.6,72.5
AL,Lauderdale,15.2,5.3,27189,12.6,19.3,20,14.7,7.6,15.2,0.6,5.3,9.1,1.2,7,2.4,71.1
AL,Marshall,21.7,5.1,23833,19.1,16.8,24.9,15.5,9.2,18.8,4,1.6,14.8,2.6,4.8,1.1,75.7
AL,Morgan,15.3,5.2,25907,16.7,16.7,23,16.8,9.1,24,2.1,5.2,11.1,2.4,5.3,1.6,73
AL,Russell,20.1,7.8,22055,16.7,13.4,24.7,18.8,11.5,53,1,3.2,15.6,3.1,9.8,1,70.5
AL,St. Clair,13.2,5.3,24861,15.2,15.9,22.9,16.5,7.2,14,0.5,1.7,23.9,0.9,3,2.5,66
AL,Shelby,8.4,4,36576,7.8,14.3,24,11.2,6,21.9,1.6,7.6,8,1.1,2.9,1.4,48.2
AL,Talladega,19.9,8.8,22498,19,17.1,21.5,19.3,10.4,37.1,0.5,2.3,23.6,1.3,7.9,4.2,60.8
AR,Bradley,23.2,8,22411,18,18.4,23.7,21.4,10.7,44.3,3,2.4,17.6,3.5,9.3,1.8,78.1
AR,Cross,16.7,5.7,24486,17.2,18,24,19.9,10.8,27.1,0.1,1.4,15.7,2.1,7,1.3,71.5
AR,Faulkner,16.8,4.7,26163,8.7,11.8,23.5,14.6,7.7,19.7,0.7,9.1,12.1,1.9,4.8,4,77.5
AR,Grant,14.5,7.1,25907,8.5,17.2,22.9,19.7,8.3,7.3,0.1,3.2,26.4,1.7,2.5,0.9,65.5
AR,Madison,16.8,6.4,23875,20.3,18.4,23.7,19.1,6.1,10.4,1.4,1.4,20.6,2.9,5.4,0.5,63.7
AR,Sebastian,20.3,4.9,25084,16.8,15.2,24.2,18.8,10,30,3.4,9.3,4.2,3.5,6.7,1.5,64.3
CA,Butte,20.1,8.7,27537,10.7,17.7,20.1,17,7.9,27.6,2.5,7.5,13,3.2,7.2,2.7,72.5
CA,San Luis Obispo,13.3,4.6,35832,9.1,18.7,17.9,11.5,6.6,30.9,3.4,6.1,8,3.3,4.3,5.8,73.9
CA,Shasta,17.1,6.2,27983,9.2,19.9,21.6,17.8,8.6,19.8,1.2,4.5,11.9,3.3,6.8,1.8,70.7
CO,Elbert,4.4,2.7,43349,3.3,14.7,21.9,10,3.8,11.1,0.1,0.6,4.1,1.4,2,0.3,52.9
CO,Jackson,15.7,2.2,25467,12.4,22.2,19.1,6.7,2.4,20,1.7,0,16,0.7,1.6,0.8,68.8
CO,Montrose,16.7,7,25803,11.2,22.4,22,16.9,5.7,23.9,3.7,3.8,17.4,2.7,5.6,1.3,70.2
DE,Kent,13.6,5.9,28100,12.9,16.3,23.2,14.5,10.9,37.8,1.4,7.3,12.3,2,6.5,3,77
FL,Nassau,10.2,4.7,35335,8.6,20.9,20.1,16,8.3,12.6,0.6,6.2,18.2,1.3,4,1,88.2
GA,Camden,12.9,7.3,28509,8.2,12.2,24.5,12.1,11.6,30.1,0.5,4.7,10.9,2.4,4.7,3.4,71.9
GA,Columbia,8.8,5.2,32509,7.4,12.7,25.7,11.5,8.1,30.5,1.5,4.2,6.3,0.9,2.4,0.3,41.2
GA,Haralson,15.5,4.8,24444,19.3,15.6,24.3,18.3,11.1,8.9,0.4,1.7,19.9,1.8,4.7,1.2,22.8
GA,Polk,17.9,5.9,23233,20.9,15.1,25.9,15.5,10.5,28,3.4,2.1,9.5,3.2,7.7,0.5,12.6
GA,Walker,17.7,6.4,23311,18.1,18.1,22.1,18.3,8.7,8.9,0.4,3,12.6,2.4,4.5,2.1,35.1
IL,Clinton,9,3.4,31240,10.1,16.2,21.2,14.3,7.5,8.5,0.3,2.6,11.3,1.5,5.3,5.9,79.3
IL,De Witt,11,5.5,29402,8.9,18.3,21.8,12.1,7.7,5.3,0.5,3,4.8,1.5,3.5,1.7,76.6
IL,Edgar,12.3,6,27701,10.8,21,20.8,16.1,10.5,3,0.5,2.3,5.9,0.8,7.7,1.9,68.8
IL,Fulton,16.5,6.7,25538,11.9,19.6,20,14.9,10.9,8.1,0.9,3.9,3,1.5,6.3,7.2,77
IL,Hamilton,9.5,3.2,27795,11.5,21,22.2,19.5,6.5,3.7,0.2,1,17,0.7,4.8,1.3,60.2
IL,Hancock,11.9,6.2,26880,6.8,22.4,20.9,13.7,6.8,3.7,0.2,1.5,6.5,1.2,4.8,1.5,70.7
IL,Henry,11.9,5.1,29014,9.8,19.9,22.5,12.8,7.2,9.4,0.8,4.3,2,0.6,5.6,1.5,80.3
IL,Kankakee,14.8,6,27164,12.1,15.9,23.4,13.8,10.2,27.8,1.3,5,6.5,1.6,8.2,5,72.3
IL,Macoupin,13.4,7.1,28050,9,19.2,21.4,15.1,7.9,3.8,0.2,1.8,7.4,1.2,4.4,2,78.9
IL,Madison,13.7,6.8,30802,7.9,16.5,22,13.9,8.4,14.7,0.4,4.9,2.9,1.4,6.7,2.1,77.5
IL,Ogle,9.9,5.9,30595,10.1,17.8,22.8,12.2,8.8,13,2.4,3.6,3.3,2.2,4.8,1.1,76.7
IL,Piatt,5.9,4.2,33967,6.4,18.9,22.5,12.6,5.9,3.7,0.1,2.1,3.3,0.3,2.7,0.5,80.6
IL,Richland,15,5.8,26038,12.2,19.8,22.7,16.7,7.4,4.6,0.5,3.9,10.9,0.4,6.4,1.9,73.9
IL,Rock Island,14.8,6.5,28595,11.1,18.3,22.4,13.5,11.1,28,2.5,11,3,2,8.2,3.3,75.9
IL,St. Clair,16.4,7.1,29541,9.2,14.8,23.7,13,10.7,38.1,0.7,6,5.8,1.2,9.4,1.4,77.3
IL,Sangamon,15.2,6.3,34548,7.6,16.7,22.6,13.9,10.4,19.5,0.4,7.9,4.9,1.6,8.2,2.1,84.9
IL,Wabash,11.8,5.9,26850,9.5,19.8,22.2,17.6,6.2,5.7,0.6,6.1,12.3,1.1,6.1,0.8,76.4
IL,Washington,8.2,4.2,32394,7.9,19.3,21.6,12.2,6.6,3.9,0.4,1.1,10.6,2,3.1,1.8,78.7
IL,Whiteside,10.6,5.3,29167,9.7,19.9,22.4,14.5,8.3,15.3,1,4.5,3.2,1,6,1.9,77.5
IL,Williamson,15,5.9,26756,8.8,18.1,21.9,17.5,9,10.1,0.7,2.7,9.5,1,7.3,3.1,71
IL,Woodford,7.2,4.1,35104,5.5,16.9,24.7,10,6.4,4.4,0.1,2,2.1,0.9,4.4,2.8,81.1
IN,Allen,14.3,5.6,28239,10.7,13.9,26,12.5,11,25.8,2.1,10,3.4,1.5,6.4,1.5,85.1
IN,Blackford,12.6,6.4,24663,10.6,20.7,21.3,20.4,8.6,4.2,0.1,2,6.2,2,6.5,1.3,77.5
IN,Brown,9.4,4.7,33617,8.8,23.2,18.3,13.1,6.2,4.3,0.4,3.2,7.5,1.9,2.3,0.9,71.7
IN,Clay,14,5.3,25290,8.4,17.3,23.1,18.1,9.2,3.7,0.5,2.3,8.8,1.9,4.1,1.8,99.9
IN,DeKalb,10.8,4.6,27036,9.8,15.5,24.6,14.1,11.3,4.9,0.3,4.5,8.8,0.9,5.4,1.1,79.8
IN,Floyd,9.9,4.5,32299,9.7,15.2,23,12.6,9.3,11.9,0.4,6.4,1.8,0.5,5.9,1.8,90.5
IN,Fulton,14,4.6,25106,12.6,18.6,23.5,16.5,6.6,8,0.9,2.3,10.6,1.1,6,1.1,72.2
IN,Greene,14,5.6,24309,12.3,18.9,22.1,18.6,7.4,3.3,0.6,1.8,20.3,3.6,4.7,0.9,65.4
IN,Harrison,10.5,6.2,27211,11,16.9,22.5,17.6,7.2,4.6,0.2,1.9,14.2,1.6,3.7,0.9,82.5
IN,Jackson,16.1,4.6,24522,13.4,15.7,24.6,14.8,9.4,11.3,1.5,3.9,10.2,1.3,5.8,1.7,87.2
IN,Jasper,8.8,4.3,26415,11.8,16.9,23.9,14.7,8.2,8.4,0.7,2.8,4.8,2,2.9,2.6,82.7
IN,Knox,17.2,5.1,24581,11.7,17.1,21.6,19,10.9,7.2,0.2,5.2,9.1,1.4,7.2,6.1,84.5
IN,Lake,16.5,8,27660,11.9,15.7,23.9,13.9,11.5,45.7,2.2,7.9,1.4,2.3,8.4,1.2,83.5
IN,Martin,12.4,3.1,25676,14.5,18.5,22.5,18.5,8.1,2.9,0,0.7,16.5,1.4,3.4,2.9,75.5
IN,Morgan,11.3,5.9,28633,12.3,15.9,23.1,15.2,8.1,3.8,0.3,2.9,7.8,1.9,4.2,1.4,87.1
IN,Newton,13.4,6.6,25366,14.5,18.3,21.7,15.6,9.2,6.8,1.6,1.5,3.2,1.2,3.8,1.6,55.4
IN,Noble,7.5,4.6,26063,15.9,15,25.3,13.9,9,12.8,2.2,3.1,8.5,2.4,5.4,1.7,74.7
IN,Posey,10.1,4.2,30572,6.7,17.4,22.2,12.5,5.6,4,0,2.1,7.7,0.6,3.8,1.1,73.5
IN,Pulaski,13.7,5.8,24695,11.8,18.6,22.9,17.6,7.4,5.5,0,1.1,13.2,1.6,3,1.1,80.5
IN,Rush,17.1,5,24900,15.4,17.5,22.7,14.1,8.2,4.2,0.4,3.1,3.6,0.7,5.4,1.2,82.2
IN,Tipton,8.1,3.2,30026,11.6,19.8,20.6,16.8,6.1,4.9,0.5,0.6,10,1.3,2.3,1.5,71.7
IN,Warrick,7.6,3.3,35915,7,16.7,24.2,12,7.3,7.4,0.4,4.9,5.1,1.7,3.3,1.3,93.5
IN,White,8.7,4.2,27621,11.4,19.2,23.5,16.7,7,10.5,1.9,0.8,12.4,1.4,3.5,1.2,92.9
IA,Carroll,8.8,2.1,30658,6.5,19.4,24.4,10.6,7.3,1.5,0.2,5.8,0.4,0.4,4.5,2,96.3
IA,Chickasaw,7.4,1.9,29752,7.7,19.8,23.1,13.3,5.1,4,1.4,2.6,2.9,0.5,4.5,1.6,84.5
IA,Clarke,14.4,3.2,26706,10.9,17.6,25.1,13.7,7.3,14.1,2.2,3.9,6.1,3,5.6,2,87.7
IA,Clay,12.1,3.6,27811,6.5,20.2,22.6,15.2,8.5,6.5,1.5,6.9,1.2,1.5,7.4,2,85.1
IA,Guthrie,11.1,3.4,28953,7.2,21.9,22.7,13.6,8.4,4.8,0.6,2.1,3.4,1.4,3.3,1.5,90.8
IA,Hancock,8.1,1.9,29537,6.6,21.5,22.2,12.6,5.4,6.5,0.7,3.7,3,0.8,4.5,1.9,77.8
IA,Hardin,7.9,1.8,28539,8.4,21.1,21.3,11.5,5.7,8,0.7,2.3,3.3,1.2,5.7,5.1,85.6
IA,Humboldt,11.7,3.7,29882,7.8,20.5,23.2,13.4,6.8,6.3,1.2,3.5,2.8,0.6,5.5,1.2,75.2
IA,Jefferson,14.2,6.7,26064,7.3,20.2,18.3,11.1,7.5,19.3,2.8,5,10.9,0.8,7,7,70.3
IA,Jones,10.1,3.8,28879,8.3,19.6,21.6,11.7,5.9,6.1,0.8,3.5,6.6,1.5,5.4,6.3,84.4
IA,Keokuk,10.4,4.9,28630,7.5,21.2,22.7,14.6,5.8,3.4,0.1,1.6,3.1,0.8,2.5,1.4,77.8
IA,Lee,15.2,7.2,25968,7.8,19.6,21.6,16.4,9.9,9.1,0.2,6.1,5.7,1.1,7.1,3.3,84.6
IA,Lucas,11.9,4.9,28900,7.2,21.1,23.5,16.4,7.1,2.2,1.2,6.4,4.7,0.4,6.5,1.5,72.1
IA,Madison,6.7,4,33069,5.1,16.4,25.6,12.6,6.4,4.5,0.5,1.5,5.1,0.4,4.4,1.2,85.8
IA,Monona,15.7,3.1,27862,7.6,24.3,20.4,14.6,8.3,5.1,0.1,4.1,2.7,0.9,4.9,2.7,81.9
IA,Muscatine,10.3,2.4,28137,12.4,15.8,25.1,10.3,10.4,22.8,2.8,6.5,6.8,1.9,5,1.4,87.7
IA,Osceola,12,2.5,28843,10.9,20.5,23.5,12.3,7.2,10.4,2.6,1.9,1,2.8,4.7,1.6,76.1
IA,Plymouth,9,2.3,32028,7,18,25.2,11,9.2,7.8,1.1,3.3,3.6,0.7,5.1,1.4,82.9
IA,Pottawattamie,11.1,4.3,29729,10.5,16.5,23.7,14.2,10,12,1.4,9.1,3.7,1.9,6.8,2.5,82.1
IA,Sac,10.6,3,30750,7.4,22.8,22.1,10.7,8.6,4.8,1,1.5,1.7,0.7,2.9,2,81.7
IA,Webster,15.3,4.5,25243,9.2,17.5,21.4,13.8,11.1,12.3,0.5,6.1,3,1,7.7,7.8,87.6
IA,Winnebago,8.4,4.6,27117,8.2,20.2,21.7,14.8,8,8.2,0.7,3.2,0.5,1.1,3.8,5.8,74.7
IA,Worth,9.3,4.7,29482,7.2,19.8,21.5,14.3,9.1,5.6,0.3,1.1,1.3,0.4,5,1.4,82.9
KS,Barber,15.6,1.7,28984,8.5,21.5,23.7,15.8,6.9,8.5,0.7,3.9,6.4,1.7,5.4,1.1,79.8
KS,Butler,10.5,4.2,28759,7.5,14.4,25.8,11.4,7.9,10.9,0.4,4.6,7.1,2.1,5.1,4.3,72.9
KS,Clay,7.7,2.5,32110,7,22.8,24.2,15.1,5.7,5.7,0,3.9,3.1,0.2,2.5,1.9,83.8
KS,Harvey,11.2,3,27305,9,18.8,24.7,15.3,6.7,17,1.2,4.6,3,1.1,5.4,4,61.1
KS,Hodgeman,11.6,3.1,28514,9.4,22.9,21.2,13.3,2.8,11.8,0.9,0,7.2,2,2.1,1.7,63
KS,Lane,12.8,2.3,28366,4.5,18.9,24.4,16.6,5.1,8.2,0.2,0.2,4.3,0.8,3.7,0.5,73.4
KS,Logan,7.6,1.8,27883,8.3,20.9,24.4,14.1,5.2,9.7,0.6,2.9,5.5,1.8,2.6,1.3,87.8
KS,Miami,7.7,3.2,33349,4.3,16.7,25.1,13.2,6.8,7.1,0.1,2,3.8,0.9,3.4,2.2,73.8
KS,Morris,9.4,3.2,27499,10,24,21.8,17.3,7.2,8.1,0.7,2.7,8.5,0.4,6.3,1.4,77.6
KS,Nemaha,10,1.9,29687,6.6,19.6,26.3,13.3,5.4,4.7,0.2,4.5,3.6,1,3.9,3.1,85
KS,Ottawa,10.4,2.6,27610,5.8,19.3,23.5,12.8,4.7,5.9,0.3,1.4,6.1,0.6,2.6,1.5,65.3
KS,Rice,16.9,5.3,23971,9.1,18.1,22.9,15.9,5.9,16.2,1,3.2,4.2,1.4,4.1,6.7,73.9
KS,Saline,12.2,3.8,27737,9.2,16.6,23.6,14.6,8.3,19.7,1.8,5,4.2,1.2,7.9,2.7,68.8
KS,Sedgwick,14,5.2,28673,10.7,13.6,26.1,12.8,10.3,31.7,2.4,10.8,3.5,2.3,6.2,1.2,73.2
KS,Sumner,12.4,3.7,26328,7.7,18,24.7,14.6,7.9,10.2,0.1,2.5,10.3,1.2,4.6,2.1,68
KS,Thomas,11.1,1.9,27127,4.9,15.9,22.6,14.5,5.4,9.4,0.6,0.7,10.9,0.5,2.3,4.7,70.3
KS,Trego,7.6,1.6,33555,6.7,24.2,18.9,12.9,10.1,5.6,0,3.8,3.3,0,0.6,3,49.6
KS,Wallace,11.7,2.5,28938,6.6,21.7,25.1,17.8,3.2,7.7,1.8,1.6,6.8,0,1.9,1.4,61.4
KY,Allen,19.1,5.5,21262,19,17,24.1,21,9.6,4.8,0.7,0.8,21.7,2.3,5.8,1.1,67.3
KY,Anderson,13.9,7.7,26339,11.3,15,24.2,17.1,8.4,5.9,0.3,1.6,7.2,1.7,4,0.5,93.6
KY,Bourbon,17.7,6.4,27477,15,18.2,22.7,16,9.5,15,2.6,1.6,6.4,1.6,5.9,1.3,77.1
KY,Bracken,19.1,5.5,23480,15.1,15.7,24.8,13,5.9,3.9,0.2,3,22.7,1.8,6.9,0.4,83.8
KY,Daviess,16.1,5.4,27462,10,16.4,24.4,15.7,10.5,11.6,0.9,5.2,4.9,2.4,6.6,3.2,80.5
KY,Franklin,12.3,5.7,28801,11,16.8,21,17,9.1,18.3,1.3,8.1,5.1,2,6.6,3.5,99.9
KY,Garrard,16.7,6,25751,20.1,17.4,22.2,19.6,9.6,5.8,0.2,0.1,10.9,2.9,4.7,0.8,75.8
KY,Graves,17.7,7.7,23189,14.7,17.9,24.3,17.4,7.5,13.2,2.2,1.4,16.8,1.9,8.2,1.7,73.9
KY,Hancock,12.8,5.8,23523,15.1,16.6,25.7,17.3,7.9,4.4,0.8,1.4,21,0.6,4.1,1.3,91.8
KY,Hardin,13.9,5.9,27666,9.5,13.2,24.7,17.6,10,23.9,0.5,6.4,9.8,1.9,5.7,2.5,89.5
KY,Henry,19.2,5.3,24519,15.8,16.4,23.6,19,11.3,8.4,0.2,0.9,16.2,3.1,4.6,0.5,86.3
KY,Kenton,12.6,4.8,31811,10.3,13.6,24.1,14.1,9.2,11.3,0.9,10.2,2.4,1.4,8,1.5,96.7
KY,McCracken,15.8,4.2,31850,10.2,19,22.1,15.7,8.8,16.6,0.4,5.2,9.5,1.2,7.3,2,81.3
KY,McLean,16.9,7,24557,12.8,18.9,24.5,17.8,7.9,3.7,0,1.3,19.6,1.7,4.8,1,78.7
KY,Madison,19,6.6,24553,13,13.1,21,16.6,8,10.4,0.4,7.7,8.2,1,5.3,7.2,75.8
KY,Marshall,11.4,5.5,27994,12.2,21.4,20.5,18.8,6.2,3.5,0,1.7,16.7,2.1,4.8,1.9,83.3
KY,Mason,18.1,5.4,25658,14.4,17.4,22.7,18.7,7.9,10.9,0.9,7.4,10.2,1.5,9.8,1.7,83.7
KY,Nelson,10.9,5.7,31387,10.8,14.6,24.2,18.5,8.9,9.6,0.2,1.5,8.1,2.3,6,1.2,90.1
KY,Scott,12,4,31505,9.6,11.5,25.5,12.7,9.6,13,1.1,5,7,2.4,4.5,2.5,96.4
KY,Shelby,12.6,4.7,30932,14.7,14.9,23.8,14.9,7.8,19.9,2.6,2.3,4.4,3.3,3.6,3.4,73.8
KY,Simpson,15.5,3.2,23991,14.1,16.1,24.6,12.4,8.1,14.7,1,1.7,8,0.7,3,2.1,84.1
KY,Warren,17.4,5.1,27322,12.3,12.4,22.7,15,10.5,21.1,2.9,7.4,6.8,3,6,5.7,69.3
KY,Woodford,14.2,3.2,31259,10.9,17.2,22.5,13.5,9,13.8,1.8,2.9,1.8,1,4.9,1.3,93
ME,Hancock,11.2,4.7,32491,5.9,23.3,17.4,15.2,7.7,5.1,0.2,2,7.3,2.4,6.1,3,90.8
ME,Oxford,15.9,6,23770,8.9,20.5,19,18.5,7.8,4.6,0.2,5.1,10.1,1.5,6.3,1.3,84.4
ME,Waldo,13.9,5.6,28860,7.6,21.1,19,16.9,8.2,4.4,0.1,1,12.4,2,5.4,1.7,92.7
ME,York,8.4,4.1,35052,7,19.3,19.3,14.6,6.8,5.7,0.5,4.6,6.5,1.3,5.4,1.6,91.7
MD,Carroll,5.3,3.5,40667,7.8,16,22.1,11.2,6,10.5,0.5,5.9,1.2,1,4.6,2.2,95.7
MD,Cecil,9.4,5.6,32976,11,14.9,23,13.5,8.2,14.6,0.8,6,6,2.2,5.7,1.4,85.6
MD,St. Mary's,8.3,3.6,39254,10.2,12.3,24.6,12.5,8.5,25.4,0.7,8,4.3,1.3,4.6,2.6,89
MA,Berkshire,11.4,6,34287,8.9,22,17.4,15.7,8.4,11.5,1.5,7.5,2.2,0.7,9.6,5.4,63.1
MI,Emmet,9.5,5,32455,6.2,20.9,19.9,12.9,7.8,8.8,0.2,6,5.7,1.2,5.9,1.5,92
MI,Houghton,20.9,6.5,22866,7.2,16.6,20.2,11.8,5.1,8.1,0.7,7.8,4.7,2.5,9.4,6.9,85.4
MI,Huron,12.9,5.4,27130,11.1,24.3,19.4,16.4,7,4.7,0.3,2.2,8,1.4,6.1,1.8,82.2
MI,Lapeer,10.1,6.4,28309,9.3,17,21.3,14.3,7.1,8.1,0.8,2.8,7.8,1.6,5,2.1,77.4
MI,Mecosta,21.3,7,23182,10.5,17.7,18.7,15.4,8,8.6,0.1,4.7,15.6,2.1,6.8,6.9,75
MI,Montcalm,16.5,5.1,23018,12.1,16.6,22.6,17.8,9.8,8.2,0.4,2.7,15,1.8,6.3,4.2,74.4
MI,Ottawa,8.5,3.9,30558,7.4,14.1,24.4,10.2,6.7,16,1.8,7.5,6.4,1.7,4.4,3.4,85.3
MI,St. Joseph,15.6,5.2,25136,12.9,16.9,24.8,15.4,9.7,13.4,1.5,4.2,7.7,2.4,8.1,1.2,75.5
MI,Sanilac,15.6,7,24835,12.1,20.5,21.8,17.8,7.6,5.9,0.6,2.3,10.9,1.4,6.1,1.5,71.5
MI,Van Buren,15.5,6.2,26771,12.8,17,23.7,15,8.3,18.7,1.8,3.8,12.3,2.7,5.7,1.9,82.3
MN,Brown,7.8,2,30373,7.4,20.4,22,10.4,7.9,6.4,0.5,8.4,2.3,0.7,5,4.6,99.9
MN,Fillmore,11,2.7,29440,8.7,20.3,24.4,11.3,6.3,3.5,1.1,4.5,3.9,1.8,6.2,2,98.2
MN,Itasca,13.3,5.2,28636,6.4,22,21.1,15.5,6.7,8.1,0.2,5.7,8.6,2.5,5.4,2.6,81.9
MN,Jackson,7.8,3.1,33358,6.9,20.8,22,10.8,6.3,7.3,0.7,3.6,1.2,1,3.3,1.3,71.4
MN,Koochiching,16.4,6.8,29051,7.7,23.3,18.9,16.9,8.7,6.7,0.4,6.8,9.6,0.8,6.4,2.6,77.2
MN,Otter Tail,9.2,3.4,30846,7.7,22.8,21.7,13.1,5.9,7.2,0.9,6,8.1,1.5,5.7,2,75.7
MN,Pope,7.3,2.7,32943,6.5,23.4,20.9,13.9,5.2,3.8,0.2,3.7,5.3,1,3.6,1.9,84.8
MN,Swift,13.2,2.8,30208,10.3,21.5,22.5,13.9,8.8,8.2,1.2,7.9,3.1,1.3,5.9,1.6,84.9
MN,Washington,4.7,3.1,43789,4,13.8,24.9,9.1,7.9,16.8,1,8.3,1.5,1.2,3.5,1.5,90.4
MS,Itawamba,15.4,4.2,20629,21.5,17.1,21.9,19.8,9.1,9.8,0.1,1.6,21.3,1.5,3.9,4.7,65
MS,Monroe,18,6.4,23158,18.9,18.6,22.9,15.5,8.9,33,0.2,0.3,23.6,1.8,6.5,1.3,82
MS,Pearl River,16.1,8.4,23135,16,18.1,22.6,19.5,8.6,18.1,0.3,1.1,20.3,2.5,4.2,2.9,77.5
MS,Rankin,8.2,4.2,29874,10.5,14.3,23.8,12.8,8.2,25.6,0.6,4.4,14.9,2.2,2.2,3.7,78.5
MS,Smith,16.9,3.4,23164,18.4,18.3,24.2,18.2,7.3,25.8,0.2,1,26,1.3,5.3,0.7,49.9
MS,Yalobusha,16.2,4.4,21140,16.9,19.1,22.9,16.7,9,41.9,0,1.2,26.6,3.1,7.4,1.6,98
MO,Buchanan,17.2,5.1,25419,11.8,15.5,22.8,15.9,10.4,16.6,1.3,7.4,4.5,2.1,9.1,4.6,55.6
MO,Cape Girardeau,17,5.1,26546,9.3,16,21.4,13.6,7.7,13.8,0.5,6.3,6.6,1.9,6.3,4.3,79.4
MO,Cedar,18.5,9,22434,15.6,23.1,24.2,21.3,9.3,5.3,0,1,15.5,1.2,5.9,1.3,55.6
MO,Christian,10.2,4.3,27024,8.1,15,25.8,13.5,8.2,6.5,0.4,3.5,5.3,2.4,2.8,0.7,73.5
MO,Clinton,10.9,5,28216,8.4,17.4,23.7,13.2,11.2,6.2,0.2,1.3,5.7,1.2,3.3,2.3,70.5
MO,Franklin,10.8,4.3,28773,12,16.5,23.2,13.7,8.1,4.9,0.2,3.5,8.9,1.4,4.8,0.9,87.3
MO,Gentry,17.4,3.6,21059,10.8,19.7,24.5,16.7,6,3.9,0.3,2.2,6.4,1.9,6,3.5,74.2
MO,Grundy,16.3,3.5,23249,12.1,21.1,23.2,16.2,8,5.8,1.5,3.5,6.3,1.8,8.4,3.2,60.1
MO,Harrison,18.6,4.5,20986,12.8,21.9,24.5,18,11.6,4.6,1.6,1.5,7.8,2.2,5.2,3.2,58.8
MO,Holt,12.9,4,25517,9.1,23.9,20.4,17.5,6.4,3.8,0,1.1,8.3,0.2,8.4,2.4,64.2
MO,Howard,15,4.2,23328,11.6,18,22.3,16.6,8,9.3,0.3,1.7,14.5,1.6,3.4,7.6,70.4
MO,Howell,22.2,4.5,20873,12.7,19.2,23.7,21.7,8,5.6,0.2,3.7,16.8,2.1,7.2,1.4,51.2
MO,Lawrence,16.9,6.2,22341,16.8,17.6,25.4,18.4,8.6,10.6,1.9,1.8,11.4,3.5,5.7,1.6,63.4
MO,Linn,15,2.8,24150,11,20.6,23.9,14.5,10.5,5,0.1,1.2,7.7,1.5,4.6,1.4,76.3
MO,Macon,15,4.8,21118,12.4,21.9,23.7,17.5,9.2,6.1,0.3,2.3,13.5,1.4,6.9,1.8,66.6
MO,Mercer,10.9,2.5,22097,10.2,20.7,25.5,15.4,4.8,4.6,0.2,3,10.1,2,5.4,1.9,55.9
MO,Montgomery,17.1,4,22980,15.8,20.1,22.7,17.2,10.8,5.7,0.1,0.6,14,2.6,4.1,3.2,81.9
MO,Perry,8.2,3.8,24710,12.5,17.5,24,15.6,8.4,4.5,0.1,2,7.3,2.2,4.2,1.8,71.1
MO,Putnam,18.1,4.9,22607,10.7,23.7,22.7,19.2,11.5,3.8,0.7,0.5,8.9,1.8,6.4,1.8,55
MO,Ray,14.8,5,27768,12.9,17.6,22.9,15.2,8.5,6.2,0.1,2,5.4,1.2,7.2,1.3,59
MO,Saline,16.3,3.9,22802,15.9,17.8,22.9,17.4,9.3,19.4,3.1,4.3,6.7,2.7,7.4,6,73.9
MT,Chouteau,18.9,2.9,22661,7,19.3,23.8,11.5,6.6,23.2,0.9,3.4,11.9,2.7,5.9,1.6,54
MT,Custer,9.8,2,30123,7.4,18.7,21.9,18.4,8.1,7.9,0.4,8.3,11.3,1.1,5.7,3.9,73.1
MT,Fergus,13.8,2.3,29237,6.8,22.7,20.4,12.3,8,5.7,0.1,3,12.9,2.5,5.2,4.3,75.4
MT,Gallatin,11.9,3.3,34331,3.3,11.8,20.3,7.9,6.1,8.2,0.3,7,7.9,1.6,3.4,3.9,84.9
MT,Judith Basin,13.7,3.2,29827,4.7,20.8,18,14.5,6.9,4.6,0,1,13.8,0.3,3.7,0.2,65.2
MT,Lake,21.1,6.1,24912,8.8,20.8,24.1,14.4,9.1,34.8,0.5,1.4,13.4,3,4.3,2,90.5
MT,Lewis and Clark,11.2,3.1,32433,5,17.3,21.7,13.9,7.5,8.5,0.1,5,10.2,1.2,5.3,2.7,84.9
MT,Missoula,14.9,4.3,30636,4.5,14.6,19.1,12.8,6.9,10.6,0.4,10.3,8.2,1.7,5.5,3,87.3
MT,Sheridan,11,2.8,33711,7.6,21.9,21.1,12.9,3.5,8.8,0.1,1.9,7,1.5,6.4,2.4,86.4
MT,Treasure,16,0,26348,5.8,23.6,19.7,15.6,2.7,4,0,1.9,24,0.5,3.3,0,82.1
NE,Cedar,9.1,1.2,29494,7.4,21.1,25.2,11.4,3.6,3.3,0.1,1.3,3.7,0.5,2.9,1.7,68.1
NE,Clay,11.4,3.6,27297,9.3,19.6,24.4,15.3,5.7,10.8,1.7,0.9,3.3,1.3,1.9,1.6,74.3
NE,Cuming,7,3.5,29306,12.6,21.6,24.6,10.6,6.8,11.6,1.3,3.6,0.8,0.7,5.3,1.6,65.6
