STATE,COUNTY,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,V_PCT_65YRS
AL,Wilcox,31.1,15.5,16584,23.1,18.4,24.4,18.4,7.3,73.2,0.7,0.2,40.4,0.9,16.1,2.4,71.8
AK,Yukon-Koyukuk,25.1,18.8,22386,14.3,13.6,27.7,14.9,15.3,78.6,0.1,0.5,2.9,16.3,51.7,5.6,84.2
CA,Merced,22.7,12.7,21634,30.6,10.9,29.8,13.6,14.5,71.8,13.7,3.8,6.2,9.6,7.3,2.2,73.9
FL,DeSoto,28.5,5,18311,27.3,21.3,19.6,14.1,10.3,45,10,0.8,29.3,5.5,7,9.7,69.1
FL,Holmes,25.6,10.7,18574,22.6,19.8,19.6,24,9.8,13.1,0.6,0.6,33.1,2.5,7.3,9.4,55.3
GA,Atkinson,30,9.2,18565,30.9,12.7,27.4,15.1,11.3,43.2,9,1.6,45.2,3.1,7.9,0.4,16
GA,Charlton,24.4,12.2,19341,26.7,14.8,19.1,20.2,6.2,38.5,5.4,0.6,43.3,0.8,9.2,9.1,23
GA,Colquitt,25.2,6.8,19173,26.2,14.7,26.4,14.3,12.1,43.8,7.2,2.7,31.7,3.4,9.4,1.7,22.2
GA,Wheeler,26.8,11,12292,22,13.9,16.9,14.5,4.7,43.9,0.2,0.9,31.8,3.3,12.2,16.7,13.5
KY,Breathitt,35.5,11.6,17729,26.1,15.7,20.6,33.7,8.2,3.3,0,0.5,38.7,2.9,15.1,2.7,70.2
KY,Clay,38.6,10.5,15063,35.7,14.3,21.3,27.3,8.5,7.4,0.2,0.9,31.6,3.7,13.2,7.3,65.7
KY,Leslie,35.6,10.3,15691,29.8,16.8,21.8,31.6,2.8,2.3,0,0.6,34.4,2.4,12,2.8,73.4
KY,Owsley,34.7,10.8,17766,30.9,18.1,20.3,28.3,12.7,2.2,0,1,25.3,1.9,12.1,1.8,68.3
MS,Adams,34.3,10,17851,21.6,17.7,20.9,16.6,13,63.8,5.6,5.6,12.6,2.4,8.8,8.3,80
MS,Coahoma,34,17.9,17518,21.3,14.1,27.5,14.2,16.2,78.8,0.1,3.4,9.2,1.9,12.7,3.2,79.6
MS,Leake,25.9,11,17960,22.7,15,26.6,22.6,13.7,52.8,1.8,1.1,23.7,3.6,8.8,3,75.5
MS,Leflore,39.2,11.3,16861,21.2,13.4,27.8,10.4,18.2,77.5,0.8,3.2,7,3.5,13.3,4.9,93
MS,Quitman,35.5,25.8,15353,29.4,16,24.3,17.3,11.7,73.3,0.2,1.1,11.2,3.6,13.7,2.3,72.9
MS,Tunica,21.9,10.5,19115,18.5,11.2,29.7,12.5,20.6,80.8,1.4,14.9,16.6,4.7,9.4,1.2,82.7
MO,Pemiscot,27.9,9.8,19876,22.9,16.2,26.3,26.4,13.6,31.3,0.2,2.5,8.2,2.6,14.2,1.2,42.5
MT,Big Horn,26.2,13.4,18560,11.8,11.8,33.6,8.9,13.4,72.9,1,1.1,19.3,15.5,4.7,1.2,99.9
ND,Sioux,36.5,16,16706,16,7.6,36.2,11,19.7,87.4,0.2,2.3,12.9,12.2,8.6,1.1,76.6
PA,Philadelphia,24.9,10.2,26557,16.1,13.2,22,16.3,12.5,65.4,5.9,14.6,0.2,2.6,30.3,3.1,75.9
SC,Marion,24.2,10.1,19992,19.2,18.3,23.2,18.1,12,61.4,1.2,0.3,32,2,12.1,0.4,70.7
SD,Bennett,34.6,11.8,16625,18,11.5,35.6,12.3,15,66.4,0.5,0.2,12.1,10.7,3,1.2,77.9
SD,Dewey,30.2,22.1,16967,14.4,9.6,36.4,9.8,13.9,79.8,0,3.4,20.6,9.7,8.2,1.1,99.9
AL,Barbour,28.9,9.5,18461,27,18,21.1,22.2,12.8,53.9,1.6,1.3,29.2,3.4,9.2,11.2,66.4
AL,Greene,38.7,15.8,14209,24.1,20.4,22.1,25.1,10,82.9,0,5.8,38.5,3.1,15,0.7,67.4
AK,Bethel,27.8,18.3,19760,18.6,7.1,35.7,10.6,16.6,90.1,2.7,3.6,3.5,35.4,56.5,4.7,84.3
AZ,Apache,35.3,12,14499,20.4,14.6,27.7,14.7,10.9,81.7,5.6,0.6,22.9,13.1,12.1,1.9,90.1
CA,Tulare,25.5,9.4,20421,30.2,10.9,31.2,12.1,14.1,71,14.5,4.4,6.8,9.8,6.1,1.2,74.5
FL,Hamilton,29.5,14.6,15097,23.9,16.5,19,22.6,13.5,45.1,2.3,0.2,43.4,3.7,9.6,23.2,70.5
GA,Macon,27.2,12,15924,27.2,16,19.5,17.1,9.4,67.4,0.6,1.4,30.1,1.3,14.4,14.6,25.2
GA,Quitman,22.7,11.1,19371,32.4,26.7,18.5,22,10.2,61.5,0.8,0,59.3,3.2,9.9,0,17.6
KY,McCreary,37.5,15.9,12903,25.4,15,21.8,26.5,5.9,10.5,0.6,0.1,29.3,2.1,11.1,10.7,64.5
KY,Martin,26.3,13.7,15492,27.2,14.9,20.2,30.3,6,7.5,0.2,1.4,39.7,2.4,9.9,11.4,65.3
KY,Wolfe,32.3,17.6,14113,30.1,18.7,23.3,33.6,13.3,1.5,0,0.6,32.3,0.8,20.8,1.9,75.2
MS,Noxubee,29.5,10.1,17637,27.8,15.6,25.2,20.6,12.7,74.2,0.1,1.8,37.2,4.2,12.4,1.9,86.2
MS,Sunflower,31.5,16,15464,27.1,12.4,22.9,14.7,15.6,76.1,0.4,2.3,5.3,3.9,11.8,15.6,83.1
MS,Yazoo,32.5,15,18866,22.7,13,24.3,22.4,15.7,64.9,2.9,0.1,19.2,4.1,8.8,15.8,81
MT,Roosevelt,28.3,12,18813,13.2,10.8,33,12,12.6,64.9,0.1,3,9.8,5.4,9.9,2.4,99.9
NM,Cibola,26.5,15.4,18514,17.4,15.2,23.9,24.8,15.5,80.4,1.8,2.8,29.1,9.1,7.8,5.9,68.9
NM,Luna,30.2,12,16496,31.4,20.6,26.3,20.9,7.1,69.9,12.8,6.8,34.5,2.3,10.4,1.7,79.4
SD,Buffalo,39.2,18.1,11471,20.4,8.4,37.5,16,22.3,87.7,0.5,4.3,16.3,11.9,11.2,0.2,81.1
SD,Corson,44.3,26.4,15984,16.9,10.7,35.9,11.3,17,70.9,0,0.1,15.8,8,14.7,0.1,56.5
TN,Lake,26.9,9.8,16671,26.5,15.2,15.1,23.1,14.4,33.2,0.1,5.4,8.8,1.7,15.8,35.8,63.5
WA,Adams,25.2,6.3,19152,35.4,10.8,35.2,11.3,14.1,65.5,17.3,4.6,20.7,12.9,6,1.4,86
WV,McDowell,33.3,9.3,14489,33.6,19.9,20.5,32.6,6.3,11.3,0.4,1.1,27,1.8,14,8.1,30.2
AL,Lowndes,27.9,11.5,19491,22.5,17.9,22.8,25,15,75.5,0.1,0.2,36.6,1.7,13.4,0.9,70.4
CA,Imperial,24.2,15.3,17590,31,12.5,28.7,14.4,12.3,89,20.7,6,10.6,10.5,7.4,5.4,83.1
FL,Hardee,26.7,6,18257,24.2,15.4,26.5,10.1,11.7,52.8,6.9,3.7,28.4,8.1,6,8,70.2
FL,Hendry,26.8,8.3,18900,34.3,13.2,26.9,12.7,16.9,67.3,16,1.1,39.7,7.9,8.7,4.9,80.9
GA,Calhoun,29.7,15,13927,25.7,14.5,17.9,16.7,15.3,67.4,1.4,2.3,29.6,1.9,10.6,29.5,23.4
GA,Taliaferro,28,9.4,19897,28.8,24.7,14.5,22.5,10,67,0,1.2,42.3,2.5,11.8,0.4,20.6
MS,Issaquena,41.7,13.7,18942,29.8,16.1,15.1,23.3,5.8,61.4,0.2,4.7,31.3,3.1,13.4,21.1,36.7
MS,Scott,29,7.9,21640,25.7,14.6,26.6,23,16.5,50.4,4.4,0.7,28.9,4.7,11.4,0.9,83.7
MS,Tallahatchie,30.6,14.2,14943,31.1,14.3,20,16.2,13.6,64.9,1.7,1.1,27,2.1,10.6,23.1,69.5
NY,Bronx,29.1,10.5,20850,28,12.1,25.1,14.8,19.1,90.7,15.8,68.1,0.1,12.3,58.5,2.9,78
NC,Greene,25.7,9.7,18339,25.9,15.2,20.9,23.4,12.3,53.1,5,1.2,38.4,3.5,7.4,11.5,53.7
SD,Ziebach,41,23.1,14943,15.9,9,32,10.9,17.2,76.4,0.5,6.9,27.2,14.2,12.2,0,48.5
SC,Allendale,26.8,16.4,14744,22.3,18.4,19,23.5,12,77.8,0.4,4.1,32.9,2.1,20.3,12.7,73
