STATE,COUNTY,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,V_PCT_65YRS
OR,Crook,14.6,8.5,25128,12.4,24.6,19.9,21.3,7.2,11.7,0.6,3.1,13.6,4,4.1,0.6,77.6
OR,Curry,14.5,8,28365,10.9,33.1,14.7,21.6,5.2,13.5,0.5,4.8,18.4,0.9,7.2,1.2,68.3
OR,Douglas,16.2,8.1,25602,10.9,24.6,19.4,20.7,7.5,11.9,0.5,4.8,19.8,2.8,6.7,1.7,74.9
OR,Harney,16.6,13.1,25871,10.2,23.5,20.7,21.6,7.9,13.4,0.4,2.2,24.2,3.2,4.2,2.5,63.6
OR,Hood River,10,4.2,32581,18.9,15,24.7,9.7,5.2,36.2,9.7,5.2,11.6,4.3,5.6,4.3,93.7
OR,Lincoln,16.7,6,27072,9.4,27.1,17.1,21.8,6,17.4,0.6,5.3,12.7,2.2,7,1.2,85.4
OR,Tillamook,15,4.8,27122,9.7,24.4,19,21,7.3,15.5,1.8,3.8,10.7,3.4,6.9,2.8,86.1
OR,Washington,9.6,5,37657,8.4,12.6,23.6,10,7.8,33.7,4.1,16.8,2.4,3.5,5.9,1.2,87
PA,Cambria,15.4,6.6,25779,8.7,21.4,19.4,18.3,8,7.2,0.2,5,4.1,1.1,10.3,5.3,83
PA,Erie,16.3,5.9,27349,8.7,16.8,21.7,15.3,10.7,15.5,1.4,7.3,5.4,1.3,11.2,4.7,82.1
PA,Greene,14.2,4.4,26902,12.6,18,19.3,19.2,7.4,6.5,0.2,3.5,18,1,7.9,9.5,74.6
PA,Huntingdon,13.3,6.3,24159,10.9,20,18.5,16.7,7.9,9.2,0.4,2.1,13.2,1.1,7,12,75.4
PA,Lackawanna,15.1,4.8,28427,9.1,19.3,20.3,15.6,9,14.2,2.3,4.9,2.6,1.5,10.1,3.8,94.7
PA,Lancaster,10,4,30778,15.1,17.1,23.8,12,7,17.7,2.3,8.2,3.8,2,10.1,2.2,96.3
PA,Luzerne,14.9,6.3,27919,10.7,19.4,19.7,15.6,9.8,17.3,2.4,5.5,3.1,1.2,10.5,3.8,81.9
PA,Mifflin,14.4,3.6,24407,14.8,20.8,22.5,16.2,8.4,4,0.5,2.7,8.9,1.6,10.8,1.5,87.4
PA,Montgomery,6.2,4.6,46776,5.8,17,21.8,10,6.5,23.9,1.9,14.7,0.9,1.2,5.8,2.7,76.2
PA,Montour,11.1,2.2,34095,9.3,20.4,20.1,14.2,8.5,8.3,0.6,3.5,7.2,1.7,11.8,4.1,98.7
PA,Northumberland,13.9,4.5,25506,12.9,20.5,19.8,16.7,8.5,7.2,0.4,4.5,4.8,1.5,10.6,4.6,86.7
SC,Edgefield,15.5,6.6,25410,17.6,17.8,18.5,16.9,11.2,43.5,2.4,1.6,24.6,2.1,7,10.4,78.5
SC,Florence,19.1,7.8,25149,15.4,15.9,24,15.8,12,47.8,0.7,4.6,19.4,2.4,8.6,2.3,84.5
SC,Georgetown,18.3,8.5,29929,12.9,26.2,19.1,16.2,8.5,36.3,0.9,4.6,17.3,1.1,8,1,72.1
SC,Greenwood,22.5,8.3,23945,16.3,17.7,23,16.2,13.3,40.2,1.9,3.6,12.2,2.3,8.4,3.4,81.6
SC,Horry,16.4,6.4,26917,10.2,22.2,18.7,16.7,8.2,22.8,1.5,23.4,14.5,1.8,4.7,1.3,82.8
SC,Laurens,19.9,8.4,21743,19.5,17.6,22,19.9,9.8,32.1,0.9,1.6,31.3,2.3,7,3.5,68.2
SC,Newberry,18.7,7.2,23344,19,18.7,22.2,14.7,11.3,40.1,2.1,2.8,27.1,2.4,7.3,3.1,82.3
SD,Brown,12,2.2,31977,6.8,16.6,23.9,11.3,8.6,12.3,1.2,13.5,6.5,1.4,7.4,3.5,80.9
SD,Campbell,4,1,39986,10.8,24.9,20.2,13.4,0.3,1,0,1.1,13.5,1.2,1.7,0.4,46.7
SD,Custer,13.1,3.4,30439,5.9,27.9,15.8,15.8,4.6,9.5,1,3.1,16.5,1.4,3.2,4.9,54.5
SD,Davison,12.8,3,29342,8.3,17.7,22.7,14.1,7.5,9,0,13.5,5.9,0.7,6.9,5.1,63.2
SD,Day,19.2,1.9,28873,10.4,25.3,21.7,10.9,8.5,13.8,0,1.8,9.3,0.2,2.8,2.8,67.2
SD,Fall River,13.8,1.8,27266,7.7,26.5,17.6,19,5.5,15.1,0.9,5.2,18.5,0.9,6.4,4.6,70.9
SD,Hamlin,5.8,2,27777,8.7,16.1,31.4,9.5,7.3,6.3,1.7,1.3,4.9,2.3,3.5,3.3,67.6
SD,Hanson,6.7,1.2,25039,7.1,14.7,31.6,12.6,4.6,0.4,0.1,0.2,2.7,0.3,0.8,0,75.2
SD,Hughes,11.2,2.1,33810,7.7,16.1,24,12.1,6.6,17.3,1,12.3,12.2,2.5,7.6,6.8,65.8
SD,Hyde,14.4,1.9,31692,7.8,26,20.9,9.5,3.2,15.3,0.3,0.4,10.3,1.5,3.7,3.1,62.9
SD,Jerauld,8.3,0.3,38650,11.3,27,21.1,12.5,2.6,3.8,0.4,3.4,8.5,0.8,2.8,2.1,60.2
SD,Marshall,8.3,1.5,31307,7.8,20,26.7,11,8.6,17.8,1.4,1.1,10,2,3.5,1.5,74.2
SD,Union,7.1,1.8,40699,8.2,16.9,24.1,10.1,7.6,7.5,0.3,11.8,4.1,1,2.3,0.7,68.7
TN,Benton,21.4,7.8,21374,19.1,23.9,19.1,26.9,7.3,7,0.2,1.2,26.4,1.7,8.5,1.1,71
TN,Chester,18.5,9.5,21425,13.7,16.6,22.5,14,10.1,14.3,0.3,1.7,16.6,1.3,4.9,7.2,60.7
TN,Greene,17,6.5,23668,16.4,20.8,19.6,23.7,7.3,6.8,0.2,1.4,21.8,1.5,4.6,3,73.1
TN,Hawkins,19,7,23801,16.3,20,20.5,22.7,9.8,4.8,0.4,3.2,23.4,2.2,6.1,1.1,69.4
TN,Humphreys,18,6.4,23636,15.5,19,20.7,22.1,5,7.3,0.1,0.9,18.8,1.5,4.6,1.3,69.3
TN,Loudon,11.9,5.4,30175,14.3,25.5,19.9,15.2,5.4,12,2.5,3.8,10.8,2.6,4.8,0.8,91.3
TN,Monroe,19.3,9.2,21919,21.1,20.4,21.6,20.3,6.1,8.9,0.4,0.9,24.8,2.9,4.1,1.2,71.9
TN,Montgomery,13.5,7.1,25938,7.5,8.9,27,14.6,11.4,36.1,0.9,6.5,5.1,1.8,4.1,1.9,85.3
TN,Trousdale,15.9,9.7,23634,19.8,14.1,19.8,18.1,8.4,15.5,0.5,2.5,17.9,0.5,3.2,4,75.7
TN,Williamson,4.3,3.3,50931,4.4,12.4,27.7,7.2,6.1,15,0.8,8,2,1.3,2.1,0.2,94.9
UT,Box Elder,9.3,4.2,23998,6.8,12.5,32.2,12.7,6,12.9,1.2,3.3,3.2,1.8,4.5,0.8,75.1
UT,Cache,15.2,2.8,22666,6.9,8.8,30.7,8.6,6,16.6,1.8,9.2,2.7,3.2,3.4,2.3,82.9
UT,Carbon,15.8,5.5,23473,9.2,16.2,26.7,15.1,8.2,16.9,0.6,3.1,10.8,2.4,5.4,2.2,76.2
UT,Davis,5.5,3.2,29703,4.5,9.6,32.8,9.3,6.9,15.8,0.9,7.8,2.8,2.1,3,0.7,87
UT,Duchesne,13.3,6.6,23945,12.1,11.1,34.1,12.5,7.9,14.7,1.2,0.8,16.6,4.2,3,1.9,78.8
UT,Emery,12.8,4.2,22505,6.1,16,30.4,15.6,6.3,8.8,0.6,0.5,16.3,3.4,3.6,0.8,75.6
UT,Grand,8.4,5.5,24593,9.2,16.6,20.8,12.6,10.7,17.5,3.1,7.3,20.6,6.9,4.4,1,79
UT,Iron,19.6,5.1,20861,7.2,12.2,29.1,10.8,7.2,14,1.2,10.9,6,3.2,4.1,1.2,80
UT,Morgan,3,2.8,31936,2.4,11.3,35.7,7,3.9,4.9,0.4,0,0.4,1.2,0.5,0,81.8
UT,Sevier,13.4,5.5,22349,10.1,15.8,30.1,13.8,6.9,8.2,1.3,1.7,7.6,1.8,1.8,1.8,75.7
UT,Summit,6.5,1.8,53950,5.1,11.1,25.4,4.9,6.4,15.5,2.4,19.6,1.3,1.9,2,0.6,99.9
UT,Tooele,6.7,6.3,25076,9,8.9,33.6,10.8,9.3,16.6,1.4,3.6,6.5,2.2,4.7,0.6,87.1
UT,Uintah,11.9,6.9,25610,13.9,9.8,33.8,10.8,7.8,18.3,0.9,6.3,12.7,3.8,3.4,1.1,71.9
UT,Wasatch,7.2,1.1,32805,4.9,10.5,32.2,8,5,16.4,1.3,6.6,0.9,3.6,1.8,0.5,85.9
VT,Addison,7.7,4.3,33120,7.1,18.5,17.5,14.8,6.7,7.3,0.4,2.8,8,0.9,4.6,8,84.5
VT,Chittenden,11.8,3.7,37507,5.9,14.1,18.2,11.6,6.8,11.2,1.4,12.5,4.5,1.6,7.3,6.1,86.1
VT,Essex,14.6,4.5,24163,14.2,24.6,17.9,19,7.3,4.6,0.5,0.5,9.2,0.9,4.6,0.5,48.4
VT,Rutland,10.7,3.8,30109,7.7,20.7,17.9,16.1,5.5,4.6,0.2,7.3,5.8,5,7.7,3.8,86.5
VA,Accomack,19.9,4.2,24355,18.7,21.9,21,13.3,8.7,39.9,4.2,1.7,18.2,1.5,10.1,3.4,89.3
VA,Nelson,12.4,3.9,36002,14.4,25.2,18.4,13.3,8.2,18.4,0.4,4.6,13.9,1.5,6.7,0.7,77.1
VA,Northampton,19.1,3.1,26467,17.8,25.6,19.8,13.8,8.9,45.9,1.8,3,7.9,1.2,9.7,2.6,88.4
VA,Northumberland,13.9,6.4,34006,9.4,36,15.1,14.6,7,30.2,0,1.4,8.8,1,3.6,0,72.3
VA,Powhatan,5.3,2.4,35641,9.8,17.4,18.2,11.3,4.5,14.8,0.2,0.1,2.4,0.6,1.4,9.4,67.9
VA,Prince Edward,19.9,6.4,21216,13.3,15.7,16.3,14.3,7.6,38.3,2.2,8.3,15.2,0.6,7,21.4,64.6
VA,Prince George,9.3,7.4,28873,10,13,21.6,14.2,7.7,44.8,0.4,4.5,5.7,1.1,4.6,10.3,65.7
VA,Rappahannock,8.9,3.9,37733,11,25.6,17.9,15.3,5.2,10.9,0.5,0.1,1.4,1.3,3,0.2,67
VA,Richmond,14.2,1.9,22105,17.6,20.8,16.9,12.5,4,39.2,1.8,5.4,13.4,1.7,7.7,18.9,61.8
VA,Roanoke,7.4,3.7,34901,7.8,20.4,20.3,11.5,7.3,13.8,1,11.2,2.3,0.8,4.7,2.3,72.6
VA,Rockbridge,13.8,5.9,31594,13.5,24.9,17.9,13.7,5.3,7.4,0.3,3.2,12.3,0.6,3.2,1,63.9
VA,Smyth,19.2,5.8,22297,16.9,20.9,19.6,24.4,8.8,5.8,0.3,3.2,19.3,1.7,9.3,2.4,67.5
VA,Stafford,4.5,4,40850,6.3,9.8,26.4,8.6,9.7,37.4,1.9,5.7,2.7,1,2,2.4,81.9
VA,Tazewell,16.1,7.6,23366,18.8,20.7,19.2,22,5.5,6.1,0.2,2,23.5,0.9,7.8,3.6,58.8
VA,Colonial Heights City,13.5,9.1,27579,9.1,20.5,22.9,15.6,11.6,26.9,1.7,5.5,0,1.5,6.1,1,61.9
VA,Falls Church City,2.7,3.9,69775,1.2,12.1,25.6,5.9,7.7,28.3,1,42.5,0.3,4.2,4.6,0.3,71.9
VA,Staunton City,13.7,3.2,28836,10.7,20.7,19.1,15.4,8.8,18.9,1.1,12,0.8,1.4,6.6,5.5,73.1
WA,Chelan,11.6,5.3,29204,16.7,18.2,23.9,14,7.7,31.9,6.9,10,9.2,3.2,5.6,1.7,88.6
WA,Clallam,15.9,7.7,29663,7.3,28,17.4,19.9,7.3,17,1.1,6,12.6,2.5,6.5,1.6,83.8
WA,Klickitat,15,6.2,26128,12.2,22.7,19.7,18.6,5,17.8,3.2,2.5,14.8,4.9,4.1,1.2,70.4
WA,Lincoln,12.9,4.3,27730,8.6,25.2,21.4,19.5,5.8,8.5,0.4,0.6,20.2,1.4,2,1.2,73.4
WA,Pierce,11.2,5.8,32874,8.7,13.2,23.7,13.4,9.1,32.7,2.5,12,5.9,2.8,5.4,2.1,84.5
WA,San Juan,11.4,3,42307,4.1,31.9,13.5,12,5.3,11.3,0.8,2.4,5.1,3.4,4.2,1.2,82.3
WA,Snohomish,8.1,4.6,37671,7.8,12.7,22.9,11.6,7.8,29.7,3.5,14.7,4.8,3.1,4.9,1.4,87.1
WA,Spokane,14.4,5.6,29982,6.3,15.4,22.3,14.9,9.1,15.1,1.2,15.3,5.4,1.8,7.3,3.2,86.2
WA,Walla Walla,13.8,5.2,27835,12.2,17.1,21.4,15.2,7.5,28.1,4.2,8.8,7,2.7,7.3,8.7,82.6
WV,Barbour,23,8,22237,14.3,19,20.1,17.6,7.4,4.4,0.4,2.8,16.3,1,10.5,3.4,8.6
WV,Braxton,21.8,13.9,21596,19.5,21.4,20,19.5,5.1,3,0.1,1,22.5,1.7,9.4,2.5,22.4
WV,Fayette,20,7.4,21466,17.7,19.7,20.7,26.3,8,7.5,0.2,2.9,12.3,1.6,8.4,3.8,43.4
WV,Kanawha,17.1,6.2,28405,11.9,19.4,20.2,18.1,9.4,12.2,0.3,6.3,10.6,1.1,10.4,1.8,49.4
WV,Ohio,13.5,5.1,30258,7,20.7,19.1,15.3,7.5,7.8,0.2,8.7,4.5,0.9,11.8,5.8,15.3
WV,Pendleton,16.4,4.8,24739,18,25.8,18,19,6.8,5.3,0.1,0,21.7,1.3,5,2.2,63
WV,Preston,15.7,8.2,23337,13.6,18.8,19.4,18.4,5.7,9.1,0.9,0.6,17.1,1.7,6.1,8.3,52.8
WV,Raleigh,17.6,7.8,24170,14,19.6,20.9,23.1,8.8,12.9,0.6,2.4,15.6,1.2,8.4,4,36.4
WV,Tucker,14.1,6.5,23670,11.6,24.6,16.5,21.3,6.6,2.6,0,2.9,7.9,0.8,8,2.5,44.1
WI,Adams,14.8,7.4,25591,12.9,28,14.8,21.7,4.8,9.3,0.7,2.3,22.7,1.6,4.4,5.7,73
WI,Bayfield,11.5,4.7,29886,5.1,26,17.5,16.3,6,15.2,0.2,1.6,7,2,3.3,0.9,99.9
WI,Burnett,13.6,5,28424,6.9,27.3,17.9,16.8,8.9,9.5,0.2,0.8,9.4,1.6,3.6,0.9,81.8
WI,Clark,12.6,3,24114,18.1,16.2,29.4,11.6,6.8,6.7,2.3,3.1,7.6,3.5,9.6,1.7,75
WI,Dane,11.9,3.1,38757,4.4,12.8,20.8,8.5,7,20.2,1.6,23.7,0.8,1.8,7.3,2.6,99.9
WI,Door,8.3,4,36155,6,28,16.4,13.9,6.2,5.9,0.5,5.4,5.8,1.1,3.7,1.3,97.9
WI,Dunn,12.4,3.6,27107,6.4,15,20,12.6,7,7.1,0.6,5.3,9.8,1.6,4.8,8.2,81.1
WI,Florence,9.8,6.1,30674,6.9,25,16,20.5,5,2.6,0,1.4,11.1,2.7,5,1.3,91.8
WI,Iron,14.8,7.3,28550,6.3,29.3,14.1,17.6,8.6,4.4,0.1,3.7,5.1,2.4,6.2,2.1,88
WI,Kenosha,13.6,6.8,30740,9.8,13.2,23.6,12.3,10.5,23.9,1.5,11.3,3.4,1.7,6.6,2.7,87.3
WI,La Crosse,13.2,4,31001,5.4,15.4,20.1,11.5,6.9,10,1.5,13.4,4.6,1.6,5.8,4.4,94.9
WI,Oneida,8.6,2.9,32784,7.1,25,17.2,14,4.6,5,0.1,2.3,6.4,0.6,3.7,1.7,94.7
WI,Sawyer,17.3,5.8,30094,8.3,24.8,19.6,15.1,10,23.3,0.2,1.4,5.1,2.7,6,2,85.7
WI,Vilas,13.6,7.3,31206,6.7,30.2,16.5,17.1,6.8,15.1,0.1,1.6,4.7,1.3,3.6,1,91.2
WI,Washburn,13.3,4.4,29336,7.7,24.9,19.3,16.3,6,5.6,0.3,1.6,5.7,1.3,4.1,1.5,96.3
WI,Winnebago,11.9,3.3,33000,7.2,15.4,20.7,11.9,8,11,0.9,11.2,1.8,1,5.5,4.8,87.9
WY,Campbell,11.1,4.6,33286,7.7,8.3,27.6,10.4,8.9,12.5,1.2,9.1,21.9,3,3.7,1.3,66.9
WY,Hot Springs,14.5,2.5,32359,5.6,24.9,19.2,15.6,4.2,6.2,0.2,2.9,13.9,1.4,3.7,2.5,73.1
AL,Bibb,14,7.5,20199,16.8,16.3,20.7,16.7,6,25.4,0.3,2.4,28.5,0.8,6,9.3,57.3
AL,Coosa,14,5.8,22963,20.4,21.8,17,22.6,5,34.7,0.4,0.2,30.7,0.9,4.4,3.6,60.2
AL,Montgomery,20.7,7.6,28008,14.4,14.2,23.6,16.2,12.9,65.5,1.4,8.4,4.1,1.8,8.5,3,72.6
AL,Walker,19.7,8.8,22772,19.1,18.6,22.3,24.1,7.5,10.9,0.6,1,29.3,2,5.7,1.4,76.8
AL,Washington,21,8.5,22776,19.6,18.3,22.2,24.5,7.6,34.9,0.5,0,30.9,3.1,3.7,0.9,76.5
AZ,Greenlee,11.9,6.9,25349,11,12.2,27.8,13,10.9,52.9,2.9,1.2,28.6,3.7,2.9,1,67.9
AR,Clay,22.6,5,20353,19.3,20.8,22,23.5,11.9,4.5,0.1,1.4,10.9,1.7,8.8,0.8,71
AR,Pulaski,17,5.2,31359,9.6,14.5,23.5,15.5,11.7,47.3,1.7,14,4.8,1.9,7.3,1.6,76.1
AR,Searcy,21.1,3,20709,15.5,24.8,20.1,22.7,4.5,6.7,0.3,1.2,18.5,1,7.2,1.1,60.7
AR,Van Buren,18.8,7.2,21622,14.2,25.3,20.1,23.9,7.8,6.4,0.1,5.2,24.1,2.4,5.8,1.2,63.2
AR,Yell,16.3,5.6,21584,19.9,17,24.9,20.9,11,24.5,5.3,2,12.7,5.6,4.8,1.6,64.9
CA,Sonoma,10.3,5.1,39929,12,18.2,20.1,12.1,7.3,36.5,5.6,8.9,4.8,5.2,4.9,1.7,84.3
CA,Tehama,21.5,9.3,23126,15.6,18.9,24,20.1,10.4,31.3,3.6,2.3,20.9,5.2,7.5,1.4,58.8
CO,Dolores,13.6,1,24505,8.2,25.6,19.3,22.3,7.4,9.1,0,0,18.7,1.8,1.6,0,56.3
CO,Eagle,7,2.2,41064,10.7,10.1,22.3,4.3,5.7,32.8,6.8,26.3,5.4,4.3,1.7,0.2,87.6
CO,Hinsdale,13,3.8,34644,6.2,27.4,15.8,23.9,3.1,9.8,0,0.2,7.4,2.6,2.6,0.3,69
CO,Huerfano,16,4.1,25636,8.5,30.9,16.1,23.8,6.5,36.4,1,1.3,10.8,2.4,8.7,2.8,71.1
CO,Summit,10.1,3.5,38310,6.7,11.8,16.5,6.3,4.5,17.7,3.6,38,1.1,5.9,1.6,1.3,82.8
CO,Yuma,14.5,2.6,25846,11.9,18.2,26.8,12,8.1,24.7,6.5,4,11.9,4.4,4.5,1.2,68.1
CT,Fairfield,8.8,7,55613,10.1,15.2,23,9.2,8,37.6,5.8,14.3,0.4,2.7,7.7,1.9,90.7
CT,New Haven,11.9,7,36678,9.9,16.6,20.6,11.4,9,36.4,3.4,14.2,0.5,1.9,11.6,3.3,90.3
FL,Baker,14.6,5.5,24070,15.5,13.8,24.1,17.3,10.8,18.5,0.6,0.4,37.1,3.2,1.9,9.4,69.5
FL,Columbia,17.4,9.5,23901,13.3,18,21.9,19.5,7.6,27.3,0.6,3.8,36.5,3.3,5.2,7,71.1
FL,Highlands,19.2,10.8,23722,15.3,34.8,17.3,20.4,6,32.4,4.2,2.9,25.5,3.5,5.3,1.8,67.7
FL,Indian River,12.2,7.1,35172,11.3,31.6,16.8,16.6,3.9,24.4,2.1,14.9,7.8,1.4,5.4,1,88
FL,Manatee,12.5,5.9,32070,10.8,26.5,18.9,14.1,7.2,28.5,3.1,13.6,15.7,2.3,4.9,1.2,80.7
FL,Martin,10.5,5.3,40389,9.5,30.1,16.6,15.2,4.8,21.4,3.1,14.3,9.7,1.9,5.1,2.5,84.7
FL,Monroe,11.8,2.9,43477,8.7,21.3,15.1,11.1,6.6,33.1,4.6,12.5,12.8,3.7,7.1,2.9,96.5
FL,Palm Beach,12.8,6.5,37998,11.8,23.3,19.4,12.3,7.7,44.7,6.8,24.9,2.8,3.2,6.2,1.4,83.6
FL,Wakulla,11.5,5.2,24322,12.1,13.9,21.4,16.2,8.7,20.5,0.2,0.9,27.6,2.1,3.1,11,85
GA,Baker,21.3,4,22864,21.7,23.1,19.8,22.1,5.7,46.5,0.6,0.2,38.5,3.5,8.4,0.1,42.8
GA,Bryan,14.1,7.3,30892,8.1,10.2,29.3,12.1,13.3,26.2,1.1,1.8,13.6,1,5,0.2,66.3
GA,Bulloch,28.7,8.6,21207,13.1,10.9,20,13.3,11.6,36.3,0.4,8.9,18,2.4,5.3,10.9,63.1
GA,Cook,24,5.2,19778,20.1,15.5,25.9,18.1,10,35.1,1.1,0.6,33.1,2.1,8.3,0.9,67.1
GA,Fannin,13.5,6.2,26665,13.3,27.9,17.1,24.5,4.6,4.9,0.8,1.7,10.4,1.6,4.5,0.7,27.1
GA,Franklin,24.8,5.2,21686,20,19.4,22,19.5,8.9,16.3,1.5,1,29.8,1.9,6.6,2.7,15.7
GA,McIntosh,19.9,7.9,27030,13.7,24.5,17.3,21.9,9.1,38.1,0.2,1.8,31.4,1.3,4.4,0.6,51.1
GA,Meriwether,21.5,5.9,20060,20.9,19.3,21.9,21.2,9.8,43.7,0.1,4.5,19.3,1.6,11.1,1.4,39.9
GA,Murray,15.4,7.8,20618,30.7,14.1,25.1,14.5,8.4,17.1,3,0.4,34.6,3.3,4.1,0.6,18.3
GA,Pierce,21.7,5.8,22236,16.3,16.6,25.1,17,12,15.9,0.8,1.1,33.5,1,4.4,0.9,51.1
GA,Rockdale,15.2,7.6,26367,11.8,13.4,25.3,9.9,14,66.9,2.2,5.7,2.7,2.1,4,0.9,21.9
GA,Screven,22.3,6.2,21557,16.9,17.7,21.8,16.6,8.7,45.5,0.5,0.1,33.5,2.9,10.7,2.9,63.3
GA,Seminole,24.4,7.7,26358,14.5,22.1,21.5,17.7,8.3,38.4,0.6,1.1,28.6,4.4,8.2,1.2,11.9
GA,Talbot,19.1,7.9,20785,19.5,22.6,17.5,19.4,8.3,59.5,0.4,2,33.7,3,8.7,0.3,38.4
GA,Tift,24.7,2.9,22072,18.2,14.3,24.9,15,11.5,43.8,0.9,3,24.2,1.8,11.6,4.9,39.1
GA,Wilkinson,25,7.2,21403,15.5,18.2,23,15,8.6,43.3,0.5,0,32.9,2.3,8,1.2,27.5
IL,Hardin,16.4,15.9,25795,18.9,21.3,17.6,25.7,4.9,5.4,0,0,21.8,0.9,9.2,2.7,65.3
IL,Lake,8.3,5.6,44287,9.4,13.2,24.8,8.9,8,37.8,4.8,11.3,1.7,2.4,5,2.6,79.4
IL,McDonough,22,7.6,23299,6.5,16.6,16.7,13.4,7.2,11.9,0.5,11.3,5.6,1.6,8.6,11.5,74.2
IL,Peoria,16.3,7.9,30753,9.6,16,23.8,11.9,10.8,29.9,1.4,13.6,1.5,1.2,10.2,2.8,83.6
IL,Saline,22.2,9.8,23690,13.6,19.7,21.7,22.5,11.3,8.5,0.7,3.5,14.3,1.9,9.2,2.1,75.6
IN,Marion,19,7.1,27251,14.3,12,24.8,13.7,11.7,44,3.5,14.2,1.6,2,9.4,1.8,81.5
IA,Crawford,15.8,7,28700,22.2,16.9,24.8,14.3,9,33.5,9.2,3.9,6.7,4.3,6.8,3.7,82.7
IA,Dallas,5.9,2.4,43583,4.7,11.5,28.2,7.2,6.1,14.2,1.6,14.4,2.7,1.9,3.2,0.7,90.6
IA,Story,21.5,4.3,28034,2.9,11.3,16.7,7.4,4.8,15.9,1.3,24.6,3.7,1.1,6.1,10.8,96.4
KS,Chautauqua,17,7.4,24496,12.7,25.9,21,22.3,8,13.7,0.1,2.2,13.6,2.5,8.4,1.8,56.3
KS,Elk,14.6,6.3,22437,13.2,28.6,21.2,25.5,3.4,9.5,0,0.1,13.5,0.6,7.6,1.4,51
KS,Geary,12.2,6.6,22797,6,7.9,30.9,12.5,10.4,43.1,1.7,13.6,6.2,3.4,4.5,2.7,88.7
KS,Gray,6,2.9,28878,22.9,14.7,28.8,11,5.5,17.8,3.1,2.1,11.9,2.6,1.4,1.4,83.5
KS,Kearny,19.9,3.5,23593,25.9,14.4,29,12.3,7.3,33.7,2.1,1.2,15.8,0.7,2.7,1.6,74.1
KS,Riley,21.6,5.5,26883,4.2,8.6,16.7,10.3,7.3,23.5,1.2,20.6,5.3,3,6.4,13.1,84.3
KS,Stevens,18.1,4.5,24359,20,13.5,29.7,10.8,7.6,39,8.9,2.2,22.6,2.1,4.2,2,54.3
KY,Boone,7.1,4.3,34433,7.2,12.5,26.5,11.3,9.1,11.9,1.5,11.9,3.9,1.2,3.2,0.8,98.1
KY,Fleming,17.8,6.9,23482,21.5,17,24.6,24.5,9,4.1,1.1,1,28.8,2.8,6.9,0.2,82.7
KY,Green,18.2,4.3,24098,24.2,19.8,21.2,26.3,7,5.5,0.5,1,16.4,1.7,6.7,1.3,67.2
KY,Robertson,27.1,4.5,23467,22,21.9,18.5,14.9,7.2,1.5,0,0.7,21.6,0.4,5.3,2.9,54.4
KY,Trimble,19,10.3,26089,15.9,17.2,22.5,21.8,9.2,5.8,0.7,1.2,27.8,3,6.9,0.6,66.6
ME,Piscataquis,19.2,7.7,24062,10,25.2,17.3,26.9,8.4,4.8,0.1,1.1,8.7,1.2,7.9,2,79.7
MD,Worcester,9.3,5.3,35666,9.1,26.8,17.4,15.1,6.3,19.9,0.5,34.3,6.7,1.4,6.1,1.6,87
MI,Alcona,16,8.9,25219,11.4,35.5,13,23.3,4,4.2,0.2,0.8,11.6,1,4,1.3,77.9
MI,Iosco,16.4,8.2,25075,11.1,28.7,16.6,22.6,7,6,0.2,2.9,5.8,1.7,6.3,1.5,77.9
MI,Luce,16.6,5.7,20745,12,20.8,16.6,22,4.7,22,0.3,2,8.6,0.6,7.3,16.8,78.5
MI,Ogemaw,16.9,8,22527,14.5,24.9,18.5,23.3,7.6,5.2,0.2,2.2,11.4,2.7,6.5,1.6,72.8
MI,Schoolcraft,20.5,10.3,22931,9.9,25.7,17.8,21.7,7.9,14.2,0,2.1,7.9,0.7,8,1.8,79.6
MN,Cook,13,2.8,32703,3.4,26.6,15.4,13.6,6.9,14.2,0.1,4.6,3,7.3,8.2,1.4,93.2
MN,Hennepin,11,4.2,43976,6.8,13.3,22.1,9.9,7.2,30.8,3.5,28.9,0.3,2.8,10.1,2,90.3
MN,Nicollet,9.6,3.6,31225,5.8,15.1,22,12,9.2,11,1.2,11.3,5.7,0.4,6.9,8.8,84.6
MS,Amite,24.3,8.2,20380,20.3,22.2,20.8,19.4,9,42.6,0.2,0.2,32.9,1.9,7.3,0.9,55.9
MS,Benton,23.4,8.6,20363,30.1,17.6,21.8,18.5,6.7,39.6,0.7,0.2,30.1,1.5,3.3,1,78.7
MS,Carroll,14.8,9.8,22567,18.3,22.2,19.4,19.5,4.8,35.7,0.1,0.1,28.6,3.7,4.7,1.6,54.3
MS,George,14.6,9.3,21105,18.3,14.3,26.6,20.9,4.6,12.6,0.7,0.4,22.3,1.6,5.1,2.1,82.5
MS,Grenada,24.5,6.9,21668,20,17.1,23.8,20.3,12.3,45.1,0.2,1.6,13.7,2.3,8.1,1.6,81.3
MS,Lafayette,23.8,6.8,26154,10.5,11.6,18.2,11.2,8,30,0.6,12.5,9.6,2,4.7,9.7,81.2
MS,Marion,28.9,7,18687,20.7,17.3,23.3,20.2,9.3,35.1,0.4,1.1,26.3,4.3,8,2.7,70.2
